ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
2,Pole Painting,S MORGAN ST & W ADAMS ST,2007,1900,1173,census,"c(-87.651949867, 41.879142502)",2,6,02006
2,Pole Painting,S MORGAN ST & W HARRISON ST,2007,1250,1169,google,"c(-87.6518087, 41.8744094)",2,6,02006
2,Pole Painting,S MORGAN ST & W JACKSON BV,2007,2700,1172,google,"c(-87.6518998, 41.8778719)",2,6,02006
2,Pole Painting,S MORGAN ST & W VAN BUREN ST,2007,2000,1171,google,"c(-87.6518616, 41.876588)",2,6,02006
4,In-Road State Law Stop For Pedestrians Sign,s MS COT TAGE GROVE AVE & E 38TH ST,2017,600,3655,google,"c(-87.607966, 41.8260079)",4,20,04020
13,Sidewalk Menu,S MULLIGAN AVE & W 62ND ST,2021,1319.535,11506,census,"c(-87.7801078959999, 41.779533714)",23,38,23038
1,In-Road State Law Stop For Pedestrians Sign,s N CAL IFORNIA AVE & W ALTGELD ST,2018,600,806,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W ALTGELD ST,2017,600,732,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W ALTGELD ST,2017,600,742,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W PALMER ST,2017,350,733,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W SHAKESPEARE AVE,2017,600,731,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Sign Menu,s N CALIFORNIA AVE & W SHAKESPEARE AVE,2017,600,744,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Sign,s N DAM EN AVE & W EVERGREEN AVE,2018,350,809,google,"c(-87.6779633, 41.9100489)",1,8,01008
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W EVERGREEN AVE,2017,600,737,google,"c(-87.6773251, 41.9060102)",1,10,01010
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W HURON ST,2017,600,736,google,"c(-87.677008, 41.8940899)",1,45,01045
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W HURON ST,2017,600,743,google,"c(-87.677008, 41.8940899)",1,45,01045
1,In-Road State Law Stop For Pedestrians Sign Menu,s N DAMEN AVE & W LE MOYNE ST,2017,600,738,google,"c(-87.6773976, 41.9082543)",1,10,01010
1,In-Road State Law Stop For Pedestrians Sign Menu,s N HOYNE AVE & W DIVISION ST,2017,350,739,google,"c(-87.6796761, 41.9031333)",1,3,01003
1,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N HONORE ST,2018,350,808,google,"c(-87.6752894, 41.9089911)",1,8,01008
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SAWYER AVE,2018,350,31071,google,"c(-87.7093023, 41.9302314)",35,17,35017
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SAWYER AVE,2018,350,31075,google,"c(-87.7093023, 41.9302314)",35,17,35017
35,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & N SPAULDING AVE,2018,600,31072,google,"c(-87.7105468, 41.9309605)",35,17,35017
1,In-Road State Law Stop For Pedestrians Sign,s N MIL WAUKEE AVE & W MEDILL AVE,2018,350,807,google,"c(-87.6988688, 41.9238349)",35,10,35010
1,In-Road State Law Stop For Pedestrians Sign Menu,s N MILWAUKEE AVE & N HONORE ST,2017,600,735,google,"c(-87.6752894, 41.9089911)",1,8,01008
1,In-Road State Law Stop For Pedestrians Sign Menu,s N PAULINA ST & W AUGUSTA BLVD,2017,350,741,google,"c(-87.6698356, 41.8996616)",1,36,01036
13,In-Road State Law Stop,S NARRAGANSETT AVE & W 59TH ST,2013,950,10806,google,"c(-87.781543, 41.7850111)",23,36,23036
13,In-Road State Law Stop,S NASHVILLE AVE & W 63RD ST,2013,550,10808,census,"c(-87.7861497869999, 41.777608188)",23,22,23022
23,Curb & Gutter Menu,S NEVA AVE & W 52ND ST,2019,3361.685,20360,census,"c(-87.800424407, 41.7975910480001)",23,27,23027
23,Curb & Gutter Menu,S NEW ENGLAND AVE & W 52ND ST,2019,3464.42,20353,google,"c(-87.7941643, 41.7976781)",23,13,23013
23,Street Bump Outs Menu,S NEWLAND AVE & W 51ST ST,2022,6855.56,20598,google,"c(-87.7954362, 41.7994486)",NA,NA,NA
23,Chicago Park District,S NORDICA AVE & W 51ST PL,2015,195888,20023,census,"c(-87.7979079569999, 41.798752795)",23,27,23027
23,Diagonal Parking Menu,S OAK PARK AVE & W ARCHER AVE,2022,20000,20572,google,"c(-87.7915709, 41.7922012)",23,47,23047
4,Street Light Upgrade Menu,S OAKENWALD AVE & E 44TH PL,2016,450,3626,census,"c(-87.595763902, 41.814611251)",4,5,04005
21,Street Cul-de-Sac Menu,S PARNELL AVE & W 85TH ST,2017,8663.43,18160,google,"c(-87.6376375, 41.7396214)",21,37,21037
21,Sidewalk Menu,S PAULINA ST & W 92ND ST,2017,5820.91,18151,google,"c(-87.665247, 41.7266087)",21,7,21007
9,Street Traffic Circles Menu,S PERRY AV & W 101st ST,2005,10000,6762,google,"c(-87.6259929, 41.7107852)",9,12,09012
7,Street Lighting,S PHILLIPS AVE & E 79th ST (7900 S)Dead End (8124 S),2011,160000,5369,google,"c(-87.5650194, 41.7517353)",7,19,07019
3,Street Resurfacing Menu (1-5),S PLYMOUTH CT & W 14TH ST,2016,33647.59,2906,google,"c(-87.6284327, 41.8640844)",2,22,02022
4,Street Bump Outs Menu,S PLYMOUTH CT & W JACKSON BLVD,2021,9772.56,3790,google,"c(-87.6287574, 41.8781859)",42,9,42009
2,Floodlight Menu,S PLYMOUTH CT & W POLK ST,2014,600,2160,census,"c(-87.628630501, 41.872288595)",2,35,02035
4,Street Bump Outs Menu,S PLYMOUTH CT & W VAN BUREN ST,2021,16035.36,3791,census,"c(-87.6287390379999, 41.876907445)",2,49,02049
9,Street Traffic Circles Menu,S PRAIRIE AV & E 104th ST,2007,12000,6840,census,"c(-87.6173748159999, 41.7054351300001)",9,1,09001
3,Floodlight Menu,S PRAIRIE AVE & E 15TH PL,2013,1200,2810,census,"c(-87.6208078, 41.8612298840001)",2,18,02018
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2016,350,3607,google,"c(-87.6206374, 41.8383784)",3,7,03007
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2016,350,3608,google,"c(-87.6206374, 41.8383784)",3,7,03007
4,In-Road State Law Stop For Pedestrians Signs Menu,S PRAIRIE AVE & E 31ST ST,2018,350,3695,google,"c(-87.6206374, 41.8383784)",3,7,03007
3,Alley Resurfacing Menu (1-1),S PRAIRIE AVE & E 35TH ST,2017,1846.755,2925,google,"c(-87.62054, 41.8310556)",2,44,02044
11,POD CAMERAS - 4 LOCATIONS,S PRINCETON AVE & W 28TH PL,2018,27011,9128,google,"c(-87.6342151, 41.8425711)",11,27,11027
11,Alley Apron Menu,S PRINCETON AVE & W 29th ST (2922 S),2011,10808,8760,google,"c(-87.6341661, 41.8411216)",11,14,11014
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 51ST ST,2021,19544.5555555556,3098,google,"c(-87.6331914, 41.8017499)",3,12,03012
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 53RD ST,2021,19544.5555555556,3098,google,"c(-87.6330901, 41.7981592)",3,12,03012
22,Bus Pad,S PULASKI RD & W 26TH ST,2015,34601,18806,google,"c(-87.7245553, 41.8442499)",22,17,22017
22,Bus Pad,S PULASKI RD & W 26TH ST,2016,2600.18,18871,google,"c(-87.7245553, 41.8442499)",22,17,22017
22,Miscellaneous-CDOT,S PULASKI RD & W 27th ST,2009,700,18599,google,"c(-87.7245007, 41.8424088)",22,17,22017
14,Arterial Street Bump Outs Menu,S PULASKI RD & W 42ND ST,2020,60000,12865,google,"c(-87.7238138, 41.8163608)",14,27,14027
13,Traffic Signals,S PULASKI RD & W 57th ST,2009,12000,10648,google,"c(-87.7230947, 41.7886589)",13,15,13015
13,Traffic Signals,S PULASKI RD & W 59th ST,2009,12000,10649,google,"c(-87.7228942, 41.7859292)",13,18,13018
13,Traffic Signals,S PULASKI RD & W 63rd ST,2009,12000,10650,google,"c(-87.7226788, 41.7786533)",13,31,13031
13,Traffic Signals,S PULASKI RD & W 69th ST,2009,12000,10652,google,"c(-87.7224723, 41.7677296)",13,41,13041
13,Traffic Signals,S PULASKI RD & W 71st ST,2009,12000,10653,google,"c(-87.7224205, 41.7641221)",13,46,13046
13,Traffic Signals,S PULASKI RD & W 79th ST,2009,12000,10654,google,"c(-87.7219181, 41.7495797)",13,2,13002
24,Pedestrian Refuge Island,S PULASKI RD & W GRENSHAW ST,2015,15339,21023,google,"c(-87.7252081, 41.8670783)",24,30,24030
24,High Definition Camera Menu,S PULASKI RD & W GRENSHAW ST,2016,27011,21066,google,"c(-87.7252081, 41.8670783)",24,30,24030
13,Traffic Signals,S PULASKI RD & W MARQUETTE RD,2009,12000,10651,google,"c(-87.7226615, 41.7713894)",13,46,13046
28,Miscellaneous CDOT Projects,S PULASKI RD & W VAN BUREN ST,2019,3361.68176470588,24704,google,"c(-87.7254704, 41.875273)",24,39,24039
28,Miscellaneous CDOT Projects,S PULASKI RD & W WILCOX ST,2019,3361.68176470588,24704,google,"c(-87.7256004, 41.8788582)",28,18,28018
2,Pole Painting,S RACINE AV & W CONGRESS PW,2010,3125,1771,google,"c(-87.6371394, 41.8815569)",2,12,02012
2,Pole Painting,S RACINE AV & W HARRISON ST,2007,2940,1167,google,"c(-87.6569339, 41.8742345)",25,28,25028
2,Pole Painting,S RACINE AV & W HARRISON ST,2010,3125,1772,google,"c(-87.6569339, 41.8742345)",25,28,25028
25,Miscellaneous-CDOT,S RACINE AV & W LEXINGTON ST,2010,35000,21693,google,"c(-87.656867, 41.8722416)",25,28,25028
2,Pole Painting,S RACINE AV & W VAN BUREN ST,2007,2800,1176,google,"c(-87.6570725, 41.8765114)",2,16,02016
25,Arterial Street Bump Outs Menu,S RACINE AVE & W 19TH ST,2022,99500,22272,google,"c(-87.6563728, 41.8561269)",25,2,25002
25,Miscellaneous CDOT Projects,S RACINE AVE & W 19TH ST,2022,660,22280,google,"c(-87.6563728, 41.8561269)",25,2,25002
25,Arterial Street Bump Outs Menu,S RACINE AVE & W CULLERTON ST,2022,100000,22273,google,"c(-87.6563466, 41.8552101)",25,2,25002
25,Street Light Piggy Back Only Menu,S RACINE AVE & W MONROE ST,2021,4200,22250,google,"c(-87.6571096, 41.8803126)",27,17,27017
18,Street Traffic Circles Menu,S RICHMOND ST & W 80th ST,2008,15000,15629,google,"c(-87.6964743, 41.7480755)",18,16,18016
5,Street Lighting,S RIDGELAND AVE & S CREGIER AVE,2011,1000,4139,google,"c(-87.5816306, 41.7487717)",8,11,08011
18,Street Traffic Circles Menu,S RIDGEWAY AV & W 77th PL,2008,15000,15626,google,"c(-87.7162969, 41.7521739)",18,2,18002
22,Alley Resurfacing Menu,S RIDGEWAY AVE & W 23RD ST,2017,25418.15,18906,google,"c(-87.7186005, 41.8497781)",22,14,22014
23,Street Traffic Circle,S RIDGEWAY AVE & W 52ND ST,2014,3217,19943,census,"c(-87.717188619, 41.7988050540001)",23,24,23024
13,Miscellaneous-CDOT,S RUTHERFORD AVE & W 59th ST (5900 S)Dead End (5916 S),2011,959,10755,google,"c(-87.7695343, 41.7854597)",23,46,23046
10,In-Road State Law Stop For Pedestrians Sign Menu,s S AVENUE D & E 110TH ST,2019,350,8318,google,"c(-87.528222, 41.6954241)",10,19,10019
15,Floodlight Menu,S SACRAMENTO AVE & W POPE JOHN PAUL II DR,2017,900,13605,google,"c(-87.6993397, 41.815476)",14,8,14008
34,Guardrail Menu,S SANGAMON ST & W 108th ST (10800 S),2011,1697,29873,google,"c(-87.6864782, 41.6972116)",19,46,19046
11,High Definition Camera Menu,S SHIELDS AVE & W 33RD ST,2016,27011,9033,census,"c(-87.635231156, 41.834545872)",11,31,11031
7,Miscellaneous-CDOT,S SHORE DR & E 81st ST,2010,500,5329,google,"c(-87.5479907, 41.7483245)",7,32,07032
5,Miscellaneous Other,S SOUTH CHICAGO AVE & E 75TH ST,2014,48972,4246,google,"c(-87.5956059, 41.7587385)",5,20,05020
5,Miscellaneous Other,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2014,43451,4248,census,"c(-87.602328378, 41.763546622)",5,2,05002
5,Miscellaneous CDOT,S SOUTH CHICAGO AVE & S INGLESIDE AVE,2015,7849,4285,census,"c(-87.602328378, 41.763546622)",5,2,05002
5,Pedestrian Countdown Signal Menu,S SOUTH SHORE DR & E 67TH ST,2016,6100,4321,census,"c(-87.566808653, 41.773560161)",5,44,05044
24,Street Traffic Circle Menu,S SPAULDING AVE & W 13TH ST,2022,12635.03,21332,google,"c(-87.7080423, 41.8645383)",24,14,24014
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2017,5240.535,15176,google,"c(-87.705241, 41.7643399)",18,43,18043
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2018,8613.26,15221,google,"c(-87.705241, 41.7643399)",18,43,18043
3,Miscellaneous Other,S ST LAWRENCE AVE & E 47TH ST,2015,2300,2859,google,"c(-87.6114582, 41.8094492)",3,30,03030
12,Street Traffic Circle Menu,S ST LOUIS AVE & W 38TH ST,2016,3008.47,9999,google,"c(-87.7117859, 41.8242878)",12,11,12011
24,Street Light Pole for High Definition Camera Menu,S ST LOUIS AVE & W LEXINGTON ST,2018,6000,21140,google,"c(-87.7131419, 41.8717825)",24,50,24050
28,Alley Apron Menu,S ST LOUIS AVE & W VAN BUREN ST,2020,28334.61,24736,google,"c(-87.7129539, 41.8754304)",28,36,28036
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2016,10057,2896,google,"c(-87.6273268, 41.8657458)",2,54,02054
3,Pedestrian Refuge Island Menu,S STATE ST & E 13TH ST,2017,11166.57,2941,google,"c(-87.6273268, 41.8657458)",2,54,02054
3,Speed Indicator Signs,S STATE ST & E 18TH ST,2022,5500,3196,google,"c(-87.6272821, 41.8578197)",3,3,03003
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & E 31ST ST,2021,19544.5555555556,3098,google,"c(-87.6265929, 41.8382962)",3,41,03041
3,Miscellaneous CDOT Projects,S STATE ST & E 43RD ST,2021,2500,3121,google,"c(-87.6262091, 41.8164929)",3,24,03024
3,Sidewalk Menu,S STATE ST & E 54TH ST,2018,4320.48,2983,google,"c(-87.6258055, 41.7964703)",3,8,03008
6,Miscellaneous CDOT Projects,S STATE ST & E 83RD ST,2022,5200,5038,google,"c(-87.6243226, 41.7436581)",6,41,06041
6,Miscellaneous CDOT Projects,S STATE ST & E 87TH ST,2022,5200,5038,google,"c(-87.6241788, 41.7363139)",21,37,21037
2,Traffic Signals,S STATE ST & E 8th ST,2008,8800,1558,google,"c(-87.6276003, 41.8718153)",2,43,02043
3,In-Road State Law Stop,S STATE ST & W 23RD ST,2012,550,2756,google,"c(-87.6270491, 41.8510813)",3,6,03006
2,Traffic Signals,S STATE ST & W HARRISON ST,2006,40000,1110,google,"c(-87.6275957, 41.8745746)",2,24,02024
2,Miscellaneous Other,S STATE ST & W MADISON ST,2013,2800,2043,google,"c(-87.6278269, 41.8820487)",42,9,42009
2,Traffic Signals,S STATE ST & W POLK ST,2008,8800,1557,google,"c(-87.627469, 41.8723046)",2,53,02053
42,Left-Turn Arrow Menu,S STATE ST & W RANDOLPH L ST,2012,5050,36657,google,"c(-87.627896, 41.8844882)",42,9,42009
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & W ROOSEVELT RD,2021,19544.5555555556,3098,google,"c(-87.627495, 41.8674669)",2,11,02011
11,Viaduct Improvement Menu,S STEWART AVE & W 35TH ST,2017,15688.66,9099,google,"c(-87.6728404, 41.830417)",11,2,11002
11,Viaduct Improvement Menu,S STEWART AVE & W 38TH ST,2017,52500,9102,google,"c(-87.6751219, 41.8249148)",11,6,11006
5,In-Road State Law Stop for Pedestria,S STONY ISLAND AV & E 62nd ST,2008,800,4032,census,"c(-87.586518161, 41.7829104190001)",5,43,05043
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2014,950,4241,census,"c(-87.586518161, 41.7829104190001)",5,43,05043
5,In-Road State Law Stop,S STONY ISLAND AVE & E 62ND ST,2015,600,4315,census,"c(-87.586518161, 41.7829104190001)",5,43,05043
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S STONY ISLAND AVE & E 95TH ST,2021,10971,6516,census,"c(-87.58512326, 41.7223427760001)",8,27,08027
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S STONY ISLAND AVE & E 95TH ST,2021,24776,6517,census,"c(-87.58512326, 41.7223427760001)",8,27,08027
11,Concrete Alley Menu,S THROOP ST & S HILLOCK AVE,2021,33500,9265,census,"c(-87.655881317, 41.845544284)",11,1,11001
2,Pole Painting,S THROOP ST & S LOOMIS ST,2010,200,1774,google,"c(-87.6588529, 41.8569989)",25,2,25002
11,2 POD CAMERAS,S THROOP ST & S LYMAN ST,2019,24776,9184,google,"c(-87.6523728, 41.8414556)",11,4,11004
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2016,30807.94,30167,census,"c(-87.654824087, 41.701773013)",21,20,21020
34,Street Cul-de-Sac Menu,S THROOP ST & W 105TH PL,2017,8478.43,30214,census,"c(-87.654824087, 41.701773013)",21,20,21020
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2016,31497.33,30168,google,"c(-87.6548352, 41.7013471)",21,20,21020
34,Street Cul-de-Sac Menu,S THROOP ST & W 106TH PL,2017,8478.43,30213,google,"c(-87.6548352, 41.7013471)",21,20,21020
10,1 LPR w/o Camera NW Corner 130th and Torrence,S TORRENCE AVE & E 130TH ST,2022,27410,8482,google,"c(-87.5786743, 41.6591616)",10,16,10016
9,Pavement Markings,S UNION AVE & W 127TH ST,2015,700,7075,google,"c(-87.6390252, 41.6632761)",34,6,34006
11,2 POD Cameras & 2 LPR on Existing Cameras: 18th & Union; Canalport & Emerald,S UNION AVE & W 18TH ST,2021,35747,9255,google,"c(-87.6447921, 41.8575749)",25,29,25029
34,Pavement Markings,S UNION AVE & W 98TH PL,2015,1100,30120,google,"c(-87.6406281, 41.7151845)",21,27,21027
5,In-Road State Law Stop,S UNIVERSITY AVE & E 55TH ST,2013,550,4209,google,"c(-87.5980971, 41.7950436)",5,27,05027
3,Street Resurface Menu(1-5),S VERNON AVE & E 43rd ST (4300 S)Dead End (4319 S),2011,19289,2746,google,"c(-87.6152702, 41.8166447)",3,16,03016
4,Pavement Markings Menu,S VINCENNES AV & E 37th ST,2010,400,3355,census,"c(-87.6116263769999, 41.8275392090001)",4,37,04037
4,2 POD CAMERAS - 53rd/Blackstone & 37th/Vincennes,S VINCENNES AVE & E 37TH ST,2018,27011,3698,census,"c(-87.6116263769999, 41.8275392090001)",4,37,04037
17,In-Road State Law Stop,S VINCENNES AVE & W 80TH ST,2015,600,15125,census,"c(-87.634692491, 41.7489544310001)",17,53,17053
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2016,39437.8,18139,census,"c(-87.645168317, 41.736054612)",21,56,21056
21,Viaduct Improvement Menu,S VINCENNES AVE & W 87TH ST,2017,5562.2,18187,census,"c(-87.645168317, 41.736054612)",21,56,21056
1,In-Road State Law Stop For Pedestrians Sign,s W DIV ISION ST & N PAULINA ST,2018,350,810,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,740,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,745,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N WOLCOTT AVE,2017,600,746,google,"c(-87.6748159, 41.9032337)",1,5,01005
2,In-Road State Law Stop For Pedestrians Sign,s W FUL LERTON AVE & N LAKEWOOD AVE,2018,350,2328,google,"c(-87.6608861, 41.9252481)",32,47,32047
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N LAWNDALE AVE,2018,600,31073,google,"c(-87.7206909, 41.9683312)",39,12,39012
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N SPRINGFIELD AVE,2018,600,31074,google,"c(-87.7255836, 41.9682828)",39,12,39012
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,734,census,"c(-87.698865973, 41.92383561)",35,10,35010
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,747,census,"c(-87.698865973, 41.92383561)",35,10,35010
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2018,48000,2972,google,"c(-87.6253715, 41.848172)",2,20,02020
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2019,61746,3013,google,"c(-87.6253715, 41.848172)",2,20,02020
3,1 POD Camera NE Corner of Cermack and Wabash,S WABASH AVE & E CERMAK RD,2021,24776,3097,census,"c(-87.6254949889999, 41.852776061)",2,20,02020
2,Pavement Markings,S WABASH AVE & E ROOSEVELT RD,2013,3700,2046,google,"c(-87.6258145, 41.867404)",2,40,02040
11,Viaduct Improvement Menu,S WALLACE ST & W 40TH PL,2018,18000,9153,google,"c(-87.6409649, 41.8207807)",11,35,11035
11,High Definition Camera Menu,S WALLACE ST & W 43RD ST,2016,27011,9034,google,"c(-87.6408578, 41.8162613)",11,15,11015
12,1 POD Camera: 2326 S Washtenaw,S WASHTENAW AVE & W 23RD PL,2021,24776,10255,google,"c(-87.6928803, 41.8492183)",28,29,28029
12,Alley Apron Menu,S WASHTENAW AVE & W POPE JOHN PAUL II DR (4300 S),2011,25387,9740,google,"c(-87.7042633, 41.8154285)",14,16,14016
25,1 PTZ Camera - Wells and Tan Court,S WELLS ST & S TAN CT,2021,24776,22221,google,"c(-87.6331396, 41.8557621)",25,16,25016
11,High Definition Camera Menu,S WELLS ST & W 34TH ST,2016,27011,9033,census,"c(-87.632758925, 41.832740943)",11,31,11031
3,Alley Resurfacing Menu,S WELLS ST & W 57TH ST,2017,4381.27,2927,census,"c(-87.631741894, 41.7908898960001)",3,36,03036
42,Left-Turn Arrow Menu,S WELLS ST & W CHICAGO AVE,2012,20900,36656,census,"c(-87.634202065, 41.8965968530001)",42,49,42049
25,Pavement Markings Menu,S WELLS ST & W CONGRESS PKWY,2017,400,22076,google,"c(-87.6336548, 41.8756691)",2,49,02049
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WELLS ST & W,2021,19544.5555555556,3098,google,"c(-87.6326705, 41.8290381)",11,31,11031
20,Viaduct Improvement Menu,S WENTWORTH AVE & W 63RD ST,2017,41182,17413,google,"c(-87.6301527, 41.7800167)",20,7,20007
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WENTWORTH AVE & W GARFIELD BLVD,2021,19544.5555555556,3098,google,"c(-87.6305132, 41.7945465)",3,8,03008
19,Chicago Park District,S WESTERN AVE & W 115TH ST,2014,30380,16642,google,"c(-87.6808654, 41.6845176)",19,63,19063
15,Traffic Signal Modernization Design Menu,S WESTERN AVE & W 48TH PL,2017,25000,13625,google,"c(-87.6843529, 41.8056707)",12,17,12017
25,1 - LPR/Existing Camera - NE Western & Cermak,S WESTERN AVE & W CERMAK RD,2022,10971,22266,google,"c(-87.6856182, 41.8520555)",25,8,25008
16,Left-Turn Arrow Menu,S WESTERN AVE & W GARFIELD BLVD,2014,21650,14397,google,"c(-87.6839746, 41.7938146)",16,7,16007
15,Street Traffic Circle Menu,S WINCHESTER AVE & W 48TH ST,2018,12036.37,13667,google,"c(-87.6734295, 41.806686)",20,4,20004
18,Street Traffic Circles Menu,S WOLCOTT AV & W 84th ST,2008,15000,15628,google,"c(-87.6704935, 41.7411535)",18,24,18024
5,Sidewalk Menu,S WOODLAWN AVE & E 55TH ST,2017,5397.3,4355,google,"c(-87.596557, 41.7950601)",5,27,05027
