ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
13,Bollard Menu,5542 W 64TH PL,2022,2624.32,10872,5542 W 64TH PL,census,"c(-87.759999475, 41.775368654)",13,43,13043
5,Street Lighting,5543 S BLACKSTONE AVE,2011,350,3930,5543 S BLACKSTONE AVE,census,"c(-87.590305579, 41.7941547780001)",5,8,05008
13,Sidewalk Menu,5543 S MEADE AVE,2017,2162.65,10423,5543 S MEADE AVE,google,"c(-87.7741962, 41.7912179)",23,7,23007
15,Sidewalk Menu,5544 S HONORE ST,2019,8548.51666666667,41078,5544 S HONORE ST,census,"c(-87.6706226649999, 41.79275325)",15,23,15023
13,Sidewalk Menu,5544 S MOODY AVE,2017,1061.68,10426,5544 S MOODY AVE,census,"c(-87.775684438, 41.791385006)",23,7,23007
45,Sidewalk Menu,5545 N MILWAUKEE AVE,2016,10732.95,36534,5545 N MILWAUKEE AVE,census,"c(-87.773732939, 41.982250638)",45,34,45034
15,Sidewalk Menu,5545 S HOYNE AVE,2019,12801.205,41170,5545 S HOYNE AVE,census,"c(-87.676683856, 41.7926055200001)",15,3,15003
13,Curb & Gutter Menu,5545 S MULLIGAN AVE,2018,4369.96,10477,5545 S MULLIGAN AVE,census,"c(-87.780537295, 41.7912739290001)",23,7,23007
13,Concrete Alley Menu,5545 S MULLIGAN AVE,2019,14894.88,10588,5545 S MULLIGAN AVE,census,"c(-87.780537295, 41.7912739290001)",23,7,23007
23,Sidewalk Menu,5545 S NATCHEZ AVE,2019,2532.11,19115,5545 S NATCHEZ AVE,google,"c(-87.783952, 41.7909785)",23,11,23011
38,Bollard Menu,5545 W EDDY ST,2008,2142,30727,5545 W EDDY ST,census,"c(-87.765108821, 41.9449801970001)",38,39,38039
5,Street Lighting,5547 S BLACKSTONE AVE,2011,350,3925,5547 S BLACKSTONE AVE,census,"c(-87.590304432, 41.7941050250001)",5,8,05008
13,Sidewalk Menu,5547 S MOBILE AVE,2018,3581.21,10544,5547 S MOBILE AVE,google,"c(-87.7790262, 41.7910392)",23,7,23007
38,Alley Resurfacing Menu - Change Orde,5547 W Warwick,2008,117,30724,5547 W Warwick,census,"c(-87.765552762, 41.9486276640001)",38,29,38029
38,Alley Resurfacing Menu - Change Orde,5547 W Warwick,2009,2091,30764,5547 W Warwick,census,"c(-87.765552762, 41.9486276640001)",38,29,38029
38,Alley Resurfacing Menu - Change Orde,5547 W Warwick,2010,12,30802,5547 W Warwick,census,"c(-87.765552762, 41.9486276640001)",38,29,38029
13,Sidewalk Menu,5548 S KEDVALE AVE,2021,2087.42,10770,5548 S KEDVALE AVE,census,"c(-87.7268124239999, 41.792035463)",13,15,13015
13,High Definition Camera,5548 S KOSTNER AVE,2014,1800,10255,5548 S KOSTNER AVE,google,"c(-87.7331479, 41.7916864)",13,7,13007
13,Miscellaneous CDOT Projects,5548 S MEADE AVE,2017,4585.05,10411,5548 S MEADE AVE,google,"c(-87.774737, 41.7910327)",23,7,23007
13,Curb & Gutter Menu,5548 S MULLIGAN AVE,2017,3841.24,10405,5548 S MULLIGAN AVE,census,"c(-87.780550418, 41.7912254010001)",23,7,23007
29,Alley Resurfacing Menu,5548 W GLADYS AVE,2022,19183.98,42094,5548 W GLADYS AVE,census,"c(-87.763148068, 41.8756572260001)",29,42,29042
20,Miscellaneous CDOT Projects,5549 S EMERALD AVE,2022,150,16503,5549 S EMERALD AVE,census,"c(-87.643896679, 41.7929703200001)",3,26,03026
23,Sidewalk Menu,5550 S NEWLAND AVE,2016,3219.3,18915,5550 S NEWLAND AVE,google,"c(-87.7954746, 41.7905297)",23,1,23001
13,Curb & Gutter Menu,5551 S KILBOURN AVE,2021,3440.41,10731,5551 S KILBOURN AVE,census,"c(-87.735368659, 41.7919413860001)",13,7,13007
48,Bus Pad,5555 N SHERIDAN RD,2017,15914.16,38774,5555 N SHERIDAN RD,census,"c(-87.6551655659999, 41.983241363)",48,5,48005
5,Street Lighting,5555 S BLACKSTONE AVE,2011,350,3919,5555 S BLACKSTONE AVE,census,"c(-87.590302139, 41.79400552)",5,8,05008
13,Sidewalk Menu,5555 S MELVINA AVE,2019,2437.94,10645,5555 S MELVINA AVE,google,"c(-87.7766088, 41.7908393)",23,7,23007
23,Curb & Gutter Menu,5555 S MONITOR AVE,2018,1941.24,19024,5555 S MONITOR AVE,google,"c(-87.7680828, 41.791017)",23,4,23004
23,Sidewalk Menu,5555 S NEVA AVE,2020,5852.07,19175,5555 S NEVA AVE,google,"c(-87.799916, 41.7903863)",23,1,23001
31,Street Light Upgrade Menu,5555 W DRUMMONDPL,2022,500,42399,5555 W DRUMMONDPL,google,"c(-87.765889, 41.928284)",30,14,30014
48,Miscellaneous-CDOT,5556 N. Sheridan,2007,536,38397,5556 N. Sheridan,google,"c(-87.6555955, 41.983521)",48,46,48046
13,Street Light Upgrade,5556 S KEELER AVE,2013,400,10184,5556 S KEELER AVE,census,"c(-87.7280348319999, 41.791928828)",13,24,13024
13,Sidewalk Menu,5556 S KEELER AVE,2016,4013.45,10316,5556 S KEELER AVE,census,"c(-87.7280348319999, 41.791928828)",13,24,13024
13,Street Light Upgrade,5556 S KOLIN AVE,2014,500,10251,5556 S KOLIN AVE,census,"c(-87.731706317, 41.791908434)",13,24,13024
23,Sidewalk Menu,5556 S MENARD AVE,2016,3377.87,18899,5556 S MENARD AVE,google,"c(-87.7674179, 41.791043)",23,4,23004
23,Sidewalk Menu,5556 S NEWLAND AVE,2015,17842,18745,5556 S NEWLAND AVE,google,"c(-87.7954577, 41.7904477)",23,1,23001
23,Curb & Gutter Menu,5557 S Mason,2012,13115,18497,5557 S Mason,google,"c(-87.7703762, 41.7908844)",23,46,23046
13,Alley Apron Menu,5558 S MEADE AVE,2019,3875.57,10580,5558 S MEADE AVE,google,"c(-87.7747386, 41.7907972)",23,7,23007
23,Street Light Arterial,5558 S MENARD AVE,2012,5000,18570,5558 S MENARD AVE,google,"c(-87.7674186, 41.7909379)",23,4,23004
23,Street Light Upgrade,5558 S MENARD AVE,2014,3500,18704,5558 S MENARD AVE,google,"c(-87.7674186, 41.7909379)",23,4,23004
16,Alley Resurfacing Menu,5558 S RICHMOND ST,2020,15942.14,41252,5558 S RICHMOND ST,census,"c(-87.697428534, 41.7923717790001)",14,24,14024
23,Miscellaneous-CDOT,5558 S. Menard,2007,5805,18113,5558 S. Menard,google,"c(-87.7674186, 41.7909379)",23,4,23004
13,Sidewalk Menu,5559 S KOLMAR AVE,2022,15054.91,10884,5559 S KOLMAR AVE,census,"c(-87.736592081, 41.7918458730001)",13,7,13007
23,Miscellaneous-Other,5559 S Narragansett Ave,2007,115000,18156,5559 S Narragansett Ave,census,"c(-87.7817490529999, 41.791090169)",23,7,23007
9,Sidewalk Menu,556 E 106TH ST,2022,4195.2,40641,556 E 106TH ST,google,"c(-87.6089374, 41.7021232)",9,22,09022
2,Miscellaneous-CDOT,557 W Polk,2008,4652,1252,557 W Polk,google,"c(-87.6419666, 41.8717596)",2,28,02028
6,Bollard Menu,558 E 75 ST,2007,647,4348,558 E 75 ST,google,"c(-87.6104648, 41.7587489)",6,56,06056
11,Sidewalk Menu,558 W 32ND ST,2020,59516.12,8704,558 W 32ND ST,google,"c(-87.6411364, 41.8364412)",11,42,11042
21,Alley Speed Hump Menu,558 W 87TH ST,2022,1050,41386,558 W 87TH ST,google,"c(-87.6385918, 41.7364853)",21,13,21013
21,Sidewalk Menu,558 W 97TH ST,2019,30055.04,17231,558 W 97TH ST,census,"c(-87.637576245, 41.717907161)",21,47,21047
5,Miscellaneous-CDOT,56 th & Hyde Park,2008,17522,3815,56 th & Hyde Park,google,"c(-87.5839053, 41.7934213)",5,24,05024
39,Curb & Gutter Menu,5600 N KEDVALE AVE,2021,12306.22,31937,5600 N KEDVALE AVE,census,"c(-87.7320945229999, 41.982927599)",39,39,39039
41,Alley Resurfacing Menu,5600 N OZARK AVE,2016,6597.38,33205,5600 N OZARK AVE,census,"c(-87.820567296, 41.9815994530001)",41,34,41034
16,Sidewalk Menu,5600 S ABERDEEN ST,2018,11037.04,13676,5600 S ABERDEEN ST,google,"c(-87.6527036, 41.792262)",16,15,16015
15,Street Speed Hump Menu,5600 S FAIRFIELD AVE,2018,3700,12890,5600 S FAIRFIELD AVE,google,"c(-87.6928269, 41.7917565)",16,21,16021
15,Sidewalk Menu,5600 S HOYNE AVE,2019,7022.17666666667,41174,5600 S HOYNE AVE,census,"c(-87.676683961, 41.7919582580001)",15,3,15003
13,Sidewalk Menu,5600 S KEELER AVE,2021,1487.98,40977,5600 S KEELER AVE,census,"c(-87.728015893, 41.791275382)",13,24,13024
13,Sidewalk Menu,5600 S MELVINA AVE,2019,6124.54,10665,5600 S MELVINA AVE,google,"c(-87.7771431, 41.7904861)",23,19,23019
13,Alley Apron Menu,5600 S MELVINA AVE,2020,19879.79,10704,5600 S MELVINA AVE,google,"c(-87.7771431, 41.7904861)",23,19,23019
23,Street Light Upgrade Menu,5600 S MENARD AVE,2018,1000,41529,5600 S MENARD AVE,google,"c(-87.7674224, 41.7906148)",23,4,23004
23,Alley Apron Menu,5600 S NOTTINGHAM AVE,2019,1022.92,19093,5600 S NOTTINGHAM AVE,census,"c(-87.7989219419999, 41.7900878370001)",23,1,23001
13,Bollard Menu,5600 S PULASKI RD,2007,1428,9882,5600 S PULASKI RD,census,"c(-87.723115669, 41.791363588)",13,15,13015
15,Sidewalk Menu,5600 S SEELEY AVE,2019,9765.53666666667,41182,5600 S SEELEY AVE,census,"c(-87.6754631169999, 41.7919743640001)",15,3,15003
16,POD Camera,5600 S. Bishop,2011,20000,13390,5600 S. Bishop,census,"c(-87.6609006319999, 41.792114876)",16,20,16020
20,POD Camera,5600 S. Michigan,2009,13000,16089,5600 S. Michigan,google,"c(-87.6227693, 41.7927511)",20,31,20031
45,Street Speed Hump Menu,5600 W GUNNISON ST,2017,3700,36597,5600 W GUNNISON ST,census,"c(-87.76836435, 41.9686843870001)",45,50,45050
36,Alley Resurfacing Menu,5600 W NEWPORTAVE,2022,17799.96,42701,5600 W NEWPORTAVE,google,"c(-87.7669187, 41.9432512)",38,17,38017
45,Guardrail Menu,5601 N CENTRAL AV,2006,800,36060,5601 N CENTRAL AV,google,"c(-87.7680549, 41.9832005)",45,30,45030
13,Sidewalk Menu,5601 S KOLMAR AVE,2022,14345.26,10885,5601 S KOLMAR AVE,google,"c(-87.736326, 41.7911306)",13,12,13012
13,POD CAMERA RELOCATION,5601 S KOSTNER AVE,2018,1800,10488,5601 S KOSTNER AVE,census,"c(-87.7382986279999, 41.9827561550001)",39,4,39004
23,Alley Apron Menu,5601 S MASSASOIT AVE,2021,7630.175,41570,5601 S MASSASOIT AVE,census,"c(-87.76587985, 41.790687162)",23,4,23004
13,Sidewalk Menu,5601 S NAGLE AVE,2019,7317.69,10611,5601 S NAGLE AVE,google,"c(-87.7826551, 41.7903614)",23,11,23011
13,Sidewalk Menu,5601 S NEENAH AVE,2021,38637.86,10771,5601 S NEENAH AVE,census,"c(-87.785388294, 41.7903052830001)",23,11,23011
23,Sidewalk Menu,5601 S NORMANDY AVE,2021,9701.37,19227,5601 S NORMANDY AVE,census,"c(-87.7890504109999, 41.7902449850001)",23,12,23012
15,Sidewalk Menu,5601 S SEELEY AVE,2019,9765.53666666667,41183,5601 S SEELEY AVE,census,"c(-87.675448413, 41.791974544)",15,23,15023
20,Miscellaneous CDOT Projects,5601 S STATE ST,2022,300,16504,5601 S STATE ST,google,"c(-87.625183, 41.792626)",20,31,20031
14,Sidewalk Menu,5601 S TROY ST,2018,17314.98,12059,5601 S TROY ST,census,"c(-87.702270734, 41.7915767980001)",14,5,14005
14,Miscellaneous-CDOT,5601 S. Sacramento,2007,7130,11188,5601 S. Sacramento,google,"c(-87.6982672, 41.7916426)",14,24,14024
15,POD Camera,5601 S. Seeley (SE corner),2009,13000,12557,5601 S. Seeley,google,"c(-87.6751875, 41.7919774)",15,23,15023
39,Street Light Upgrade Menu,5604 N KEYSTONE AVE,2016,450,42828,5604 N KEYSTONE AVE,census,"c(-87.729658243, 41.983005711)",39,39,39039
15,Sidewalk Menu,5604 S HONORE ST,2019,3404.19235294118,41085,5604 S HONORE ST,census,"c(-87.670602592, 41.7919305510001)",15,17,15017
15,Alley Resurfacing Menu (1-1),5605 S HONORE ST,2016,27281.05,12759,5605 S HONORE ST,census,"c(-87.670587891, 41.7919308210001)",15,17,15017
23,Sidewalk Menu,5605 S NATOMA AVE,2022,5712.62,19293,5605 S NATOMA AVE,google,"c(-87.7875513, 41.7901978)",23,11,23011
13,Sidewalk Menu,5606 S KEELER AVE,2021,1487.98,40978,5606 S KEELER AVE,census,"c(-87.728011452, 41.7911117830001)",13,24,13024
15,Sidewalk Menu,5606 S PAULINA ST,2019,5375.71,12901,5606 S PAULINA ST,google,"c(-87.6671988, 41.7918502)",15,17,15017
39,1 POD Camera and 1 LPR w/ Existing Camera NE Corner 5608 N Pulaski,5608 N PULASKI RD,2021,35747,31930,5608 N PULASKI RD,census,"c(-87.7284456639999, 41.9830560770001)",39,39,39039
15,Sidewalk Menu,5608 S DAMEN AVE,2019,4918.115,41063,5608 S DAMEN AVE,census,"c(-87.674240998, 41.791780762)",15,23,15023
15,Sidewalk Menu,5608 S HONORE ST,2019,3404.19235294118,41083,5608 S HONORE ST,census,"c(-87.670600491, 41.7918668230001)",15,17,15017
15,Sidewalk Menu,5608 S SEELEY AVE,2019,9765.53666666667,41184,5608 S SEELEY AVE,census,"c(-87.675458529, 41.79176561)",15,3,15003
15,Sidewalk Menu,5609 S HONORE ST,2019,3404.19235294118,41086,5609 S HONORE ST,census,"c(-87.67058579, 41.7918670920001)",15,17,15017
13,Pole Painting,5609 S NARRAGANSETT AVE,2011,300,10082,5609 S NARRAGANSETT AVE,census,"c(-87.781719534, 41.7902371760001)",23,19,23019
23,Sidewalk Menu,5609 S NEVA AVE,2020,6816.9,19178,5609 S NEVA AVE,google,"c(-87.7999442, 41.7899095)",23,1,23001
29,Austin Town Hall Park Fitness Course,5610 W LAKE ST,2021,60000,23663,5610 W LAKE ST,google,"c(-87.7658014, 41.8882977)",29,33,29033
15,Sidewalk Menu,5611 S HAMILTON AVE,2019,4000.49,41152,5611 S HAMILTON AVE,census,"c(-87.6778705579999, 41.7918263510001)",15,3,15003
23,Curb & Gutter Menu,5612 S MAYFIELD AVE,2016,2096.33,18859,5612 S MAYFIELD AVE,census,"c(-87.769548309, 41.790421904)",23,46,23046
13,Sidewalk Menu,5612 S MERRIMAC AVE,2021,1918.44,10772,5612 S MERRIMAC AVE,census,"c(-87.7780780429999, 41.790245102)",23,19,23019
23,Sidewalk Menu,5612 S RUTHERFORD AVE,2019,764,19116,5612 S RUTHERFORD AVE,census,"c(-87.7902789, 41.7900367290001)",23,12,23012
15,Sidewalk Menu,5613 S HAMILTON AVE,2019,4000.49,41150,5613 S HAMILTON AVE,census,"c(-87.677869973, 41.7918052970001)",15,3,15003
40,Curb/Gutter Menu - Change Order,5614 N. Sacramento - Alley Return,2008,5730,32202,5614 N. Sacramento - Alley Return,google,"c(-87.7043156, 41.9836214)",40,30,40030
15,Sidewalk Menu,5615 S HONORE ST,2019,3404.19235294118,41095,5615 S HONORE ST,census,"c(-87.6705826579999, 41.7917714700001)",15,17,15017
36,Sidewalk Menu,5615 W EDDY ST,2022,2128.72,29781,5615 W EDDY ST,census,"c(-87.767694397, 41.944947407)",38,17,38017
36,Alley Resurfacing Menu,5615 W EDDY ST,2022,16987.515,42699,5615 W EDDY ST,census,"c(-87.767694397, 41.944947407)",38,17,38017
48,Alley Apron Menu,5616 N GLENWOOD AVE,2017,10447.85,38753,5616 N GLENWOOD AVE,census,"c(-87.664980771, 41.984298198)",48,44,48044
23,Sidewalk Menu,5616 S RUTHERFORD AVE,2016,3590.5,18913,5616 S RUTHERFORD AVE,census,"c(-87.790276374, 41.7899740490001)",23,12,23012
48,Alley Resurfacing Menu,5617 N WAYNE AVE,2017,2496.305,43422,5617 N WAYNE AVE,census,"c(-87.663562631, 41.984270107)",48,44,48044
23,Sidewalk Menu,5617 S MENARD AVE,2016,3415.16,18896,5617 S MENARD AVE,google,"c(-87.7668473, 41.7902218)",23,4,23004
15,Sidewalk Menu,5619 S HERMITAGE AVE,2019,3525.06666666667,41154,5619 S HERMITAGE AVE,google,"c(-87.6679187, 41.7915531)",15,17,15017
13,Sidewalk Menu,5619 S KOLIN AVE,2018,7287.96,10513,5619 S KOLIN AVE,census,"c(-87.731663133, 41.7908894990001)",13,24,13024
23,Curb & Gutter Menu,5619 S MONITOR AVE,2016,3265.17,18851,5619 S MONITOR AVE,census,"c(-87.768311709, 41.790352974)",23,4,23004
15,Sidewalk Menu,5620 S HONORE ST,2019,3404.19235294118,41084,5620 S HONORE ST,census,"c(-87.6705948919999, 41.7916756540001)",15,17,15017
48,Curb & Gutter Menu,5621 N GLENWOOD AVE,2019,5432.54,38902,5621 N GLENWOOD AVE,census,"c(-87.6649642259999, 41.9842337260001)",48,44,48044
13,Street Light Upgrade,5621 W 64TH ST,2013,365,10183,5621 W 64TH ST,census,"c(-87.762736854, 41.7762154750001)",13,26,13026
45,Sidewalk Menu,5622 W GROVER ST,2016,2395.29,36529,5622 W GROVER ST,census,"c(-87.769085246, 41.969778127)",45,50,45050
15,Curb & Gutter Menu,5623 S HONORE ST,2021,1572.18,12966,5623 S HONORE ST,census,"c(-87.670579366, 41.7916439970001)",15,17,15017
15,Sidewalk Menu,5623 S HONORE ST,2019,3404.19235294118,41098,5623 S HONORE ST,census,"c(-87.670579366, 41.7916439970001)",15,17,15017
13,Alley Resurfacing Menu,5623 S MEADE AVE,2022,12027.625,40984,5623 S MEADE AVE,google,"c(-87.7741714, 41.7899442)",23,19,23019
15,Sidewalk Menu,5624 S HERMITAGE AVE,2019,3525.06666666667,41156,5624 S HERMITAGE AVE,google,"c(-87.668428, 41.7913705)",15,17,15017
15,Sidewalk Menu,5624 S HONORE ST,2019,3404.19235294118,41087,5624 S HONORE ST,census,"c(-87.670593246, 41.7916119180001)",15,17,15017
15,Sidewalk Menu,5625 S HONORE ST,2019,3404.19235294118,41096,5625 S HONORE ST,census,"c(-87.670578542, 41.791612129)",15,17,15017
13,Wentworth Park Dog Park Improvements,5625 S MOBILE AVE,2021,100000,10862,5625 S MOBILE AVE,google,"c(-87.7796384, 41.7901674)",23,19,23019
13,Wentworth Park Dog Park Improvements,5625 S MOBILE AVE,2022,75000,10936,5625 S MOBILE AVE,google,"c(-87.7796384, 41.7901674)",23,19,23019
23,POD Camera,5625 SMobile,2007,21714.2857142857,41511,5625 SMobile,google,"c(-87.7796384, 41.7901674)",23,19,23019
15,Sidewalk Menu,5626 S SEELEY AVE,2019,9765.53666666667,41185,5626 S SEELEY AVE,census,"c(-87.675445618, 41.7912959220001)",15,3,15003
23,Curb & Gutter Menu,5627 S MAYFIELD AVE,2019,4620.18,19103,5627 S MAYFIELD AVE,census,"c(-87.769524663, 41.790202284)",23,4,23004
3,Street Lighting,5627 S SHIELDS AV,2007,1000,2449,5627 S SHIELDS AV,census,"c(-87.634080099, 41.7917780110001)",3,25,03025
15,Sidewalk Menu,5628 S HOYNE AVE,2019,7022.17666666667,41175,5628 S HOYNE AVE,census,"c(-87.6766640819999, 41.7912277070001)",15,3,15003
23,Sidewalk Menu,5628 S MAYFIELD AVE,2016,1086,18920,5628 S MAYFIELD AVE,census,"c(-87.7695381, 41.790170532)",23,46,23046
15,Sidewalk Menu,5629 S HONORE ST,2019,3404.19235294118,41088,5629 S HONORE ST,census,"c(-87.6705768959999, 41.791548393)",15,17,15017
40,Budlong Woods Library Reading Garden Mosaic/DCASE,5630 N LINCOLN AVE,2021,110000,32667,5630 N LINCOLN AVE,census,"c(-87.696400222, 41.9838835080001)",40,24,40024
15,Curb & Gutter Menu,5630 S HONORE ST,2015,2686,12723,5630 S HONORE ST,census,"c(-87.670590776, 41.791516314)",15,17,15017
15,Sidewalk Menu,5630 S HONORE ST,2019,3404.19235294118,41089,5630 S HONORE ST,census,"c(-87.670590776, 41.791516314)",15,17,15017
13,Sidewalk Menu,5632 S MCVICKER AVE,2016,1749.87,10325,5632 S MCVICKER AVE,google,"c(-87.7734663, 41.7896533)",23,19,23019
15,Sidewalk Menu,5634 S HOYNE AVE,2019,7022.17666666667,41176,5634 S HOYNE AVE,census,"c(-87.67666031, 41.7910711440001)",15,3,15003
20,Floodlight Menu,5634 S MICHIGAN AVE,2012,500,16237,5634 S MICHIGAN AVE,google,"c(-87.6231215, 41.7918019)",20,31,20031
30,Street Light Upgrade,5634 W FULLERTON AVE,2015,400,24457,5634 W FULLERTON AVE,google,"c(-87.7676022, 41.9243382)",30,6,30006
15,Sidewalk Menu,5635 S HERMITAGE AVE,2019,3525.06666666667,41155,5635 S HERMITAGE AVE,census,"c(-87.6681584, 41.7914808900001)",15,17,15017
15,Sidewalk Menu,5635 S HONORE ST,2019,3404.19235294118,41090,5635 S HONORE ST,census,"c(-87.670574427, 41.7914527890001)",15,17,15017
13,Sidewalk Menu,5635 S MCVICKER AVE,2016,4420.1,10367,5635 S MCVICKER AVE,google,"c(-87.7729238, 41.7896411)",23,20,23020
13,Sidewalk Menu,5636 S MEADE AVE,2019,1371.83,10658,5636 S MEADE AVE,google,"c(-87.7746902, 41.7895185)",23,19,23019
15,Sidewalk Menu,5636 S SEELEY AVE,2019,9765.53666666667,41186,5636 S SEELEY AVE,census,"c(-87.6754382829999, 41.7910350010001)",15,3,15003
13,Sidewalk Menu,5637 S NAGLE AVE,2016,2339.79,10364,5637 S NAGLE AVE,google,"c(-87.7826166, 41.7893509)",23,11,23011
15,Sidewalk Menu,5637 S ROCKWELL ST,2016,3771.67,12787,5637 S ROCKWELL ST,google,"c(-87.6885725, 41.7908535)",16,21,16021
16,Street Light Upgrade Menu,5638 S MORGAN ST,2017,500,13665,5638 S MORGAN ST,google,"c(-87.6502449, 41.7912461)",16,33,16033
30,Street Light Upgrade,5638 W FULLERTON AVE,2015,400,24456,5638 W FULLERTON AVE,google,"c(-87.7678483, 41.9242338)",30,6,30006
23,Curb & Gutter Menu,5639 S NEWLAND AVE,2018,5982.87,19022,5639 S NEWLAND AVE,census,"c(-87.795131419, 41.7895389650001)",23,1,23001
38,Curb & Gutter Menu,5639 W MONTROSE AVE,2018,23465.19,31136,5639 W MONTROSE AVE,census,"c(-87.7687858909999, 41.9604585230001)",38,11,38011
36,Sidewalk Menu,5639 W PATTERSON AVE,2022,2630.69,29782,5639 W PATTERSON AVE,census,"c(-87.7681350189999, 41.9467731550001)",38,27,38027
11,Street Light Upgrade,564 W 43RD ST,2012,350,8373,564 W 43RD ST,google,"c(-87.6406821, 41.8164803)",11,35,11035
15,Sidewalk Menu,5640 S DAMEN AVE,2019,4918.115,41062,5640 S DAMEN AVE,census,"c(-87.67422048, 41.7909433500001)",15,23,15023
15,Sidewalk Menu,5640 S HONORE ST,2019,3404.19235294118,41099,5640 S HONORE ST,census,"c(-87.670586661, 41.7913569730001)",15,17,15017
23,Sidewalk Menu,5640 S MASSASOIT AVE,2018,3149.755,41527,5640 S MASSASOIT AVE,census,"c(-87.765869999, 41.7900583480001)",23,4,23004
3,Sidewalk Menu,5640 S PRINCETON AVE,2021,3812.48,2953,5640 S PRINCETON AVE,census,"c(-87.6329300739999, 41.791780724)",3,25,03025
14,Miscellaneous-CDOT,5640 S. Francisco,2007,865,11184,5640 S. Francisco,google,"c(-87.6964126, 41.7906287)",14,24,14024
15,Sidewalk Menu,5641 S DAMEN AVE,2019,4918.115,41064,5641 S DAMEN AVE,census,"c(-87.674219385, 41.791510573)",15,23,15023
15,Sidewalk Menu,5641 S HAMILTON AVE,2019,4000.49,41151,5641 S HAMILTON AVE,census,"c(-87.677861134, 41.791466444)",15,3,15003
23,Curb & Gutter Menu,5641 S RUTHERFORD AVE,2016,1148.82,18854,5641 S RUTHERFORD AVE,census,"c(-87.79024789, 41.789598063)",23,12,23012
39,Street Light Upgrade Menu,5642 N KEDVALE AVE,2016,450,42827,5642 N KEDVALE AVE,census,"c(-87.732111472, 41.983462423)",39,39,39039
15,Sidewalk Menu,5642 S HONORE ST,2019,3404.19235294118,41097,5642 S HONORE ST,census,"c(-87.670585837, 41.7913251050001)",15,17,15017
15,Sidewalk Menu,5642 S HOYNE AVE,2019,7022.17666666667,41172,5642 S HOYNE AVE,census,"c(-87.67665528, 41.790862395)",15,3,15003
23,Sidewalk Menu,5642 S MASSASOIT AVE,2018,3149.755,41528,5642 S MASSASOIT AVE,census,"c(-87.765868848, 41.790026922)",23,4,23004
23,Sidewalk Menu,5642 S SAYRE AVE,2018,3200.3,19057,5642 S SAYRE AVE,google,"c(-87.7966569, 41.7890419)",23,1,23001
23,Sidewalk Menu,5642 S SAYRE AVE,2019,5021.12,19105,5642 S SAYRE AVE,google,"c(-87.7966569, 41.7890419)",23,1,23001
23,Concrete Alley Menu,5643 S NEWLAND AVE,2017,47973.075,41518,5643 S NEWLAND AVE,census,"c(-87.795128834, 41.789474811)",23,1,23001
40,Sidewalk Menu,5644 N MAPLEWOOD AVE,2018,925.97,32605,5644 N MAPLEWOOD AVE,census,"c(-87.687629331, 41.791128218)",16,21,16021
15,Sidewalk Menu,5644 S HONORE ST,2019,3404.19235294118,41091,5644 S HONORE ST,census,"c(-87.670585014, 41.791293237)",15,17,15017
36,Sidewalk Menu,5644 W ADDISON ST,2019,18888.015,42629,5644 W ADDISON ST,census,"c(-87.7670362329999, 41.94588244)",38,27,38027
48,Street Speed Hump Menu,5645 N GLENWOOD AVE,2019,2350,38957,5645 N GLENWOOD AVE,census,"c(-87.664983164, 41.984873334)",48,44,48044
48,Alley Apron Menu,5645 N WAYNE AVE,2018,7033.12,43435,5645 N WAYNE AVE,census,"c(-87.663585052, 41.985154773)",48,44,48044
15,Sidewalk Menu,5645 S HAMILTON AVE,2019,4000.49,41153,5645 S HAMILTON AVE,census,"c(-87.677859925, 41.7914184570001)",15,3,15003
15,Sidewalk Menu,5645 S HONORE ST,2019,3404.19235294118,41092,5645 S HONORE ST,census,"c(-87.67057068, 41.791307757)",15,17,15017
13,Sidewalk Menu,5645 S NEENAH AVE,2021,2243.18,10773,5645 S NEENAH AVE,census,"c(-87.7853614269999, 41.7896139470001)",23,11,23011
