ward,type,location,year,est_cost,lat,long,query
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31 ST ST & S WENTWORTH AVE,2021,22015,41.838284,-87.6316917,google
11,High Definition Camera Menu,W 32 ND ST & S LITUANICA AVE,2016,27011,41.83563526200004,-87.64864551999995,census
11,Street Bump Outs Menu,W 32 ND ST & S PRINCETON AVE,2021,52500,41.836349,-87.6340611,google
11,Street Traffic Circle Menu,W 32 ND ST & S SHIELDS AVE,2021,15746.2857142857,41.8363588,-87.6352706,google
12,2 LPR on Existing Cameras: 1586 W 33rd St; 3109 S Archer Ave,W 33 RD ST & S ASHLAND AVE,2021,10971,41.834178,-87.6657259,google
22,Street Bump Outs Menu,W 33 RD ST & S PULASKI RD,2022,8962.43,41.8332817,-87.7242743,google
11,Viaduct Improvement Menu,W 33 RD ST & S STEWART AVE,2017,43500,41.8345314,-87.6358962,google
11,High Definition Camera Menu,W 35 TH ST & S RACINE AVE,2016,27011,41.8306182,-87.6557497,google
11,POD CAMERA,W 35 TH ST & S SHIELDS AVE,2019,24776,41.83089581400003,-87.63514271799994,census
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 35 TH ST & S WALLACE ST,2021,22015,41.8308152,-87.6412335,google
11,5 LPR on Existing Cameras: Various Locations,W 35 TH ST & S WALLACE ST,2021,10971,41.8308152,-87.6412335,google
11,High Definition Camera Menu,W 36 TH ST & S LITUANICA AVE,2016,27011,41.828656737000074,-87.64768074699998,census
12,Alley Resurface Menu,W 37 TH PLDEAD ENDS ST LOUIS AVE & S HOMAN AVE,2011,12403,41.758357,-87.7099848,google
11,Viaduct Improvement Menu,W 37 TH ST & S CANAL ST,2018,9508,41.82721359800007,-87.63776368499998,census
11,Street Resurface Menu,W 37 TH ST & S MORGAN ST (1000 W)Dead End (1221 W),2011,9065,41.8694491,-87.6511068,google
12,Alley Apron Menu,W 38 TH PL & S ST LOUIS AV (3500 W),2011,7275,41.7436735,-87.7097375,google
12,Alley Apron Menu,W 42 ND ST & S FAIRFIELD AV (2732 W),2011,29534,41.8177695,-87.6932641,google
14,Miscellaneous-CDOT,W 42 ST & S Mozart - S Francisco,2006,13124,37.7749295,-122.4194155,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 43 RD ST & S HALSTED ST,2021,22015,41.8162029,-87.6457178,google
11,5 LPR on Existing Cameras: Various Locations,W 43 RD ST & S HALSTED ST,2021,10971,41.8162029,-87.6457178,google
11,Bollard Menu,W 43 RD ST & S WALLACE ST,2021,1572.35,41.8162613,-87.6408578,google
14,Miscellaneous-CDOT,W 44 ST & S Albany - S Troy,2006,7390,41.8136152,-87.7017024,google
12,Alley Apron Menu,W 44 TH ST & S ROCKWELL ST (2600 W),2011,9756,41.7422319,-87.6878715,google
11,Pavement Markings Menu,W 44 TH ST & S WALLACE ST,2021,22000,41.8144352,-87.6408033,google
11,Viaduct Improvement Menu,W 45 TH ST & S STEWART AVE,2021,39784.82,41.8126218,-87.6357405,google
3,Pavement Markings,W 46 TH PL & S SHIELDS AVE,2012,300,41.8102162,-87.63478,google
15,Street Traffic Circle Menu,W 46 TH ST & S WOOD ST,2016,14832.52,41.8103729,-87.6698732,google
14,Miscellaneous-CDOT,W 47 ST & S Avers-S Springfield,2006,14235,41.807913,-87.7198953,google
14,Miscellaneous-CDOT,W 47 ST & S Springfield-S Pulaski,2006,32045,41.7991414,-87.7229093,google
3,Miscellaneous-CDOT,W 47 ST & S WENTWORTH AV,2010,286000,41.8091411,-87.6308447,google
22,Pavement Markings Menu,W 47 TH ST & S LA CROSSE AVE,2022,6300,41.8076182,-87.7443813,google
3,Street Traffic Circle Menu,W 47 TH ST & S WENTWORTH AVE,2019,15700,41.8091411,-87.6308447,google
16,Street Speed Hump Menu,W 50 TH PL & S OAKLEY AV (2300 W)Dead End (3766 W),2011,3700,41.8504917,-87.6833119,google
20,Street Lighting,W 50 TH ST & S PEORIA ST,2011,3000,41.803365,-87.6478188,google
14,Sidewalk Menu,W 50 TH ST & S TRIPP AVE,2022,4948.92,41.8022996,-87.7295453,google
16,Street Resurface Menu,W 51 ST PL & S HOYNE AV (2100 W)Dead End (2127 W),2011,34954,41.8956078,-87.6805638,google
16,Pavement Markings,W 51 ST ST & S LEAVITT ST,2013,1100,41.8011696,-87.6790843,google
14,Miscellaneous-CDOT,W 53 Pl & S Homan-S StLouis,2006,3825,41.7961753,-87.70852,google
14,Miscellaneous-CDOT,W 53 PL & S Sacramento-S Albany,2006,2694,41.7963308,-87.6987422,google
16,Bollard Menu,W 53 RD ST & S DAMEN AVE,2022,1668.935,41.7976139,-87.6744118,google
23,Street Bump Outs Menu,W 53 RD ST & S HARLEM AVE,2021,5043.98,41.795761999000035,-87.80171479099994,census
23,Street Bump Outs Menu,W 53 RD ST & S HARLEM AVE,2022,7563.23,41.795761999000035,-87.80171479099994,census
3,Street Light Pole for High Definition Camera Menu,W 53 RD ST & S PRINCETON AVE,2021,3000,41.798173931000065,-87.63309257599997,census
14,Miscellaneous-CDOT,W 53 ST & S Sacramento-S Whipple,2006,1175,41.7972538,-87.6987754,google
16,Street Resurface Menu,W 54 TH ST & S HOYNE AV (2100 W)Dead End (2130 W),2011,46285,41.8539812,-87.6783292,google
14,Miscellaneous-CDOT,W 55 PL & S Lawndale-S Hamlin,2006,10733,41.7924073,-87.7157838,google
14,Miscellaneous-CDOT,W 55 ST & S Spaulding-S Christiana,2006,4706,41.793488,-87.7059974,google
23,Arterial Street Bump Outs Menu,W 55 TH ST & S MAYFIELD AVE,2022,55044.33,41.7925907,-87.7696236,google
13,In-Road State Law Stop,W 55 TH ST & S MEADE AVE,2014,950,41.792497850000075,-87.77450015299996,census
13,Floodlight Menu,W 55 TH ST & S MULLIGAN AVE,2021,950,41.7905292,-87.7805188,google
14,Miscellaneous-CDOT,W 56 PL & S Central Park-S Lawndale,2006,20309,41.8589782,-87.7152017,google
14,Miscellaneous-CDOT,W 56 PL & S Lawndale-S Hamlin,2006,15576,41.7906075,-87.7157241,google
13,Street Traffic Circles Menu,W 56 ST & S KARLOV AV,2005,10000,41.79046378700008,-87.72553390499996,census
13,Street Traffic Circles Menu,W 56 ST & S KENNETH AV,2007,12000,41.79129188400003,-87.73413244399995,census
14,Miscellaneous-CDOT,W 56 ST & S Lawndale-S Hamlin,2006,24612,41.7915169,-87.7157569,google
14,Miscellaneous-CDOT,W 57 PL & S Central Park-S Lawndale,2006,232,41.8589782,-87.7152017,google
14,Miscellaneous-CDOT,W 57 PL & S Lawndale-S Hamlin,2006,46671,41.7887799,-87.7156728,google
14,Miscellaneous-CDOT,W 57 PL & S StLouis-S Central Park,2006,4939,41.7888597,-87.7107772,google
14,Miscellaneous-CDOT,W 57 ST & S Central Park-S Lawndale,2006,8276,41.8589782,-87.7152017,google
14,Miscellaneous-CDOT,W 57 ST & S Francisco-S Richmond,2006,7083,37.5407246,-77.4360481,google
13,Street Traffic Circles Menu,W 57 ST & S KILBOURN AV,2007,12000,41.78945479600003,-87.73529821199998,census
14,Miscellaneous-CDOT,W 57 ST & S Lawndale-S Hamlin,2006,10090,41.7896825,-87.7156958,google
13,Street Traffic Circles Menu,W 57 ST & S SPRINGFIELD AV,2007,12000,41.789619611000035,-87.72060552299996,census
14,Miscellaneous-CDOT,W 58 PL & S Lawndale-S Hamlin,2006,7949,41.7869714,-87.7156306,google
14,Miscellaneous-CDOT,W 58 PL & S StLouis-S Central Park,2006,1480,41.8809122,-87.7109973,google
14,Miscellaneous-CDOT,W 58 ST & S Central Park-S Lawndale,2006,8476,41.8589081,-87.7249306,google
13,Street Traffic Circles Menu,W 58 ST & S KOLMAR AV,2007,12000,41.787621727000044,-87.73646799899996,census
14,Miscellaneous-CDOT,W 58 ST & S Lawndale-S Hamlin,2006,18763,41.787872900000004,-87.7156492,google
13,Street Traffic Circles Menu,W 58 ST & S TRIPP AV,2007,12000,41.787694085000055,-87.72912768499998,census
15,Street Traffic Circles Menu,W 58 ST & S WINCHESTER AV,2009,6623,41.78846590300003,-87.67293367899998,census
13,Speed Indicator Signs,W 58 TH ST & S MULLIGAN AVE,2021,14000,41.78687000800005,-87.78038124799997,census
23,1 Mural Project - 59th Street & Central Park,W 59 TH ST & S CENTRAL PARK AVE,2022,50000,41.786085,-87.7133824,google
23,In-Road State Law Stop,W 59 TH ST & S HOMAN AVE,2013,950,41.7861766,-87.7082076,google
13,Miscellaneous Other,W 59 TH ST & S KOLIN AVE,2013,174,41.785843,-87.731515,google
13,In-Road State Law Stop,W 59 TH ST & S KOLIN AVE,2014,776,41.785843,-87.731515,google
16,Traffic Equipment,W 59 TH ST & S RACINE AVE,2013,1425,41.7868881,-87.6546917,google
16,Traffic Equipment,W 59 TH ST & S RACINE AVE,2014,975,41.7868881,-87.6546917,google
23,In-Road State Law Stop,W 59 TH ST & S SPAULDING AVE,2013,950,41.7862192,-87.7057783,google
13,Street Traffic Circles Menu,W 60 ST & S KOLIN AV,2008,16517,41.7841017,-87.731476,google
13,Street Traffic Circles Menu,W 60 ST & S TRIPP AV,2007,12000,41.7840509,-87.7289415,google
23,Miscellaneous-CDOT,W 60 ST & SRRAGANSETT AV,2008,1200,41.7831708,-87.7814749,google
13,Street Traffic Circles Menu,W 61 PL & S HAMLIN,2006,10000,41.7815259,-87.7179303,google
13,Street Traffic Circles Menu,W 61 ST & S KARLOV AV,2007,12000,41.78226,-87.7253002,google
13,Street Traffic Circles Menu,W 61 ST & S KEELER AV,2007,12000,41.7822344,-87.727739,google
13,Street Traffic Circles Menu,W 61 ST & S KILBOURN AV,2006,10000,41.7822213,-87.7350801,google
13,Street Traffic Circles Menu,W 61 ST & S MONITOR AV,2007,12000,41.7816059,-87.767957,google
13,Floodlight Menu,W 61 ST ST & S MULLIGAN AVE,2021,950,41.78136678200008,-87.78017623399995,census
15,In-Road State Law Stop,W 62 ND ST & S DAMEN AVE,2015,600,41.7811718,-87.673954,google
13,Street Traffic Circles Menu,W 62 PL & S SPRINGFIELD AV,2007,3000,41.7796028,-87.7203286,google
13,Street Traffic Circles Menu,W 62 ST & S KOLIN AV,2008,15779,41.7803862,-87.731293,google
13,Street Traffic Circles Menu,W 62 ST & S MENARD AV,2007,12000,41.7797886,-87.7666756,google
23,Sidewalk Menu,W 63 RD PL & S SAYRE AVE,2019,3927.26,41.7765633,-87.7959358,google
16,In-Road State Law Stop For Pedestrians Signs Menu,W 63 RD ST & S CLAREMONT AVE,2016,600,41.7791932,-87.6822949,google
13,Miscellaneous CDOT Projects,W 63 RD ST & S MENARD AVE,2018,600,41.7779633,-87.7666065,google
13,In-Road State Law Stop For Pedestrians Signs Menu,W 63 RD ST & S MENARD AVE,2020,350,41.7779633,-87.7666065,google
13,In-Road State Law Stop,W 63 RD ST & S NASHVILLE AVE,2014,550,41.777614,-87.7861592,google
13,In-Road State Law Stop,W 63 RD ST & S NORMANDY AVE,2014,950,41.7775785,-87.7885791,google
13,Traffic Signals,W 63 ST & S CICERO AV,2010,12000,41.77843226500005,-87.74229281599997,census
15,Miscellaneous-CDOT,W 63 ST & S HOMAN AV,2008,1300,41.778894552000054,-87.70798709699994,census
15,Street Lighting,W 63 ST & S WASHTENAW AV,2008,1000,41.77915584400006,-87.69095885399997,census
23,Traffic Signals,W 63 ST & SRRAGANSETT AV,2005,75000,41.7776852,-87.7812489,google
13,Street Traffic Circles Menu,W 64 ST & S KEATING AV,2007,12000,41.77662331500005,-87.74101449199998,census
13,Street Traffic Circles Menu,W 64 ST & S KNOX AV,2006,10000,41.77665547400005,-87.73857039999996,census
13,Street Traffic Circles Menu,W 64 ST & S KOLIN AV,2007,12000,41.77673989200008,-87.73125420499997,census
13,Street Traffic Circles Menu,W 64 ST & S LA CROSSE AV,2006,3000,41.77658311600004,-87.74344652299999,census
13,Street Traffic Circles Menu,W 64 ST & S LAMON AV,2006,10000,41.77655899700005,-87.74467258899995,census
13,Street Traffic Circles Menu,W 64 ST & S LAPORTE AV,2006,10000,41.77653889800007,-87.74587453499998,census
13,Street Traffic Circles Menu,W 64 ST & S LINDER AV,2007,12000,41.77629368500004,-87.75922056099995,census
13,Street Traffic Circles Menu,W 64 ST & S SPRINGFIELD AV,2007,3000,41.77686450900006,-87.72025981299998,census
13,Street Resurface Menu,W 64 TH PL & S KILBOURN AV (4500 W)Dead End (4526 W),2011,31700,41.8077224,-87.7357951,google
15,Street Traffic Circle Menu,W 64 TH ST & S HERMITAGE AVE,2020,10772.94,41.777608188000045,-87.66784048199997,census
15,Street Traffic Circle Menu,W 64 TH ST & S HONORE ST,2020,10772.94,41.7775674,-87.6702571,google
13,Street Resurface Menu,W 64 TH ST & S KILBOURN AV (4500 W)Dead End (4531 W),2011,47591,41.8077224,-87.7357951,google
15,Street Traffic Circle Menu,W 64 TH ST & S MARSHFIELD AVE,2020,10772.94,41.77763632700004,-87.66543256999995,census
15,Street Cul-de-Sac Menu,W 64 TH ST & S PAULINA ST,2020,25000,41.77762426700008,-87.66663853599994,census
15,Street Traffic Circle Menu,W 64 TH ST & S WINCHESTER AVE,2020,10772.94,41.7775306,-87.6726625,google
13,Street Traffic Circles Menu,W 65 ST & S KILPATRICK AV,2007,12000,41.774822406000055,-87.73973616699999,census
13,Street Resurface Menu,W 65 TH PL & S KILBOURN AV (4500 W)Dead End (4526 W),2011,35272,41.8077224,-87.7357951,google
13,Street Resurface Menu,W 65 TH ST & S KILBOURN AV (4500 W)Dead End (4526 W),2011,31156,41.8077224,-87.7357951,google
15,Street Traffic Circle Menu,W 65 TH ST & S PAULINA ST,2020,9704.16,41.77580325800005,-87.66658627699996,census
15,Street Cul-de-Sac Menu,W 65 TH ST & S WOLCOTT AVE,2020,25000,41.77573894000005,-87.67139808199994,census
15,Street Traffic Circle Menu,W 65 TH ST & S WOLCOTT AVE,2020,9704.16,41.77573894000005,-87.67139808199994,census
15,Street Traffic Circle Menu,W 65 TH ST & S WOOD ST,2020,9704.16,41.77577109900005,-87.66899418999998,census
15,Street Lighting,W 66 ST & S MAPLEWOOD AV,2010,3000,41.77374105600006,-87.68715604099998,census
13,Street Resurface Menu,W 66 TH PL & S KILBOURN AV (4500 W)Dead End (4526 W),2011,33579,41.8077224,-87.7357951,google
15,Street Traffic Circle Menu,W 66 TH ST & S HERMITAGE AVE,2020,9651.765,41.7739524,-87.6677403,google
15,Street Traffic Circle Menu,W 66 TH ST & S HONORE ST,2020,9651.765,41.7739349,-87.6701413,google
15,Street Traffic Circle Menu,W 66 TH ST & S MARSHFIELD AVE,2020,9651.765,41.7739918,-87.6653441,google
15,Street Traffic Circle Menu,W 66 TH ST & S WINCHESTER AVE,2020,9651.765,41.7739083,-87.6725546,google
13,Street Resurface Menu,W 66 TH STDead End (4623 W) & S KILBOURN AV (4500 W),2011,33579,NA,NA,google
13,Street Traffic Circles Menu,W 68 ST & S KEELER AV,2007,3000,41.76949605500005,-87.72740315299995,census
13,Street Traffic Circles Menu,W 68 ST & S KENNETH AV,2006,3000,41.76941967700003,-87.73349328199998,census
13,Street Traffic Circles Menu,W 68 ST & S KOMENSKY AV,2006,10000,41.769540274000065,-87.72374505499994,census
13,Street Traffic Circles Menu,W 69 ST & S HAMLIN AV,2010,8816,41.7678035,-87.7175863,google
17,In-Road State Law Stop for Pedestria,W 69 ST & S MAY ST,2008,800,41.7686996,-87.6530098,google
13,Left-Turn Arrow Menu,W 69 TH ST & S PULASKI RD,2012,19200,41.76773534400007,-87.72248281099996,census
6,In-Road State Law Stop,W 69 TH ST & S UNION AVE,2014,350,41.7688685,-87.6420593,google
17,Sidewalk Menu,W 70 TH ST & S FAIRFIELD AVE,2016,12937.15,41.76638,-87.6918492,google
6,In-Road State Law Stop,W 70 TH ST & S HALSTED ST,2014,600,41.7670145,-87.6444685,google
17,Bollard Menu,W 71 ST ST & S MARSHFIELD AVE,2021,431.125,41.7648969,-87.6650378,google
17,In-Road State Law Stop,W 74 TH ST & S CARPENTER ST,2013,950,41.7596456,-87.6503416,google
17,In-Road State Law Stop,W 74 TH ST & S CARPENTER ST,2015,600,41.7596456,-87.6503416,google
17,Viaduct Improvement Menu,W 76 TH ST & S NORMAL AVE,2018,42000,41.7562164,-87.6370995,google
17,Viaduct Improvement Menu,W 76 TH ST & S WALLACE ST,2018,42000,41.7561514,-87.6398984,google
18,Miscellaneous-CDOT,W 77 ST & S WESTERN AV,2010,66,41.7537482,-87.68288,google
17,Miscellaneous CDOT Projects,W 77 TH ST & S FIELDING AVE,2019,500,41.75436519900006,-87.63773554599999,census
18,Pavement Markings Menu,W 77 TH ST & S WESTERN AVE,2011,354,41.753758196000035,-87.68293917899996,census
18,Miscellaneous Other,W 77 TH ST & S WESTERN AVE,2012,480,41.753758196000035,-87.68293917899996,census
17,Miscellaneous-CDOT,W 79 ST & S ABERDEEN ST,2008,600,41.7505151,-87.6513187,google
6,In-Road State Law Stop for Pedestria,W 79 ST & S EBERHART AV,2010,800,41.75116134900003,-87.61249869299996,census
18,Viaduct Improvement Menu,W 79 TH ST & S KEDZIE AVE,2017,7595.47,41.74977448800007,-87.70239141399998,census
6,In-Road State Law Stop for Pedestrians S,W 79 TH ST & S LANGLEY AVE,2011,410,41.75124576700006,-87.60765472899999,census
6,In-Road State Law Stop,W 79 TH ST & S LANGLEY AVE,2014,350,41.75124576700006,-87.60765472899999,census
17,Viaduct Improvement Menu,W 79 TH ST & S WALLACE ST,2018,36000,41.750707102000035,-87.63975754899997,census
18,Street Resurface Menu,W 83 RD PL & S ST LOUIS AV (3500 W)Dead End (531 W),2011,35575,41.7436735,-87.7097375,google
18,Traffic Signals,W 83 ST & S WESTERN AV,2007,34000,41.74281606300008,-87.68267788599996,census
18,Sidewalk Menu,W 84 TH STDead End (3633 W) & S LAWNDALE AV (3681 W),2011,68478,41.745042,-87.7144493,google
18,Street Resurface Menu,W 85 TH ST & S ST LOUIS AV (3500 W)Dead End (3529 W),2011,35326,41.7436735,-87.7097375,google
18,Sidewalk Menu,W 86 TH ST & S DAMEN AV (2000 W)Dead End (2038 W),2011,38488,41.8549336,-87.6758955,google
18,Floodlight Menu,W 86 TH ST & W COLUMBUS AVE,2022,950,41.73671387400003,-87.72005479899997,census
21,Pedestrian Refuge Island,W 87 TH ST & S ABERDEEN ST,2015,32550,41.7359521,-87.6509168,google
21,Curb & Gutter Menu,W 90 TH ST & S MARSHFIELD AVE,2020,12029.08,41.73025391500005,-87.66411404699994,census
10,POD Camera,W 91 ST & S BURLEY AV,2007,36000,41.730141358000026,-87.54566404599996,census
21,Sidewalk Menu,W 91 ST ST & S LOOMIS ST,2020,7148.975,41.72858566200006,-87.65799979799993,census
21,Sidewalk Menu,W 94 TH ST & S THROOP ST,2020,16814.835,41.723134694000066,-87.65542304999997,census
2,Traffic Equipment,W ADAMS ST & S DAMEN AVE,2014,2200,41.87874855300004,-87.67657971699998,census
2,Pole Painting,W ADAMS ST & S DESPLAINES ST,2008,2100,41.879259079000065,-87.64403872899999,census
42,2 POD CAMERAS: HERITAGE GREEN PARK KINZIE & ORLEANS,W ADAMS ST & S DESPLAINES ST,2019,24776,41.879259079000065,-87.64403872899999,census
35,Miscellaneous-CDOT,W ADDISON ST & N AVONDALE AV,2010,13183,41.94647561600004,-87.71976536699998,census
35,Miscellaneous-CDOT,W ADDISON ST & N AVONDALE AVE,2011,15000,41.94647561600004,-87.71976536699998,census
46,Pavement Markings,W ADDISON ST & N BROADWAY,2015,6500,41.947355971000036,-87.64727473799996,census
36,In-Road State Law Stop,W ADDISON ST & N CENTRAL AVE,2015,350,41.945880672000044,-87.76675382999997,census
36,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N CENTRAL AVE,2016,350,41.945880672000044,-87.76675382999997,census
36,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N CENTRAL AVE,2017,350,41.945880672000044,-87.76675382999997,census
36,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N CENTRAL AVE,2020,350,41.945880672000044,-87.76675382999997,census
38,In-Road State Law Stop,W ADDISON ST & N CENTRAL AVE,2012,410,41.945880672000044,-87.76675382999997,census
38,In-Road State Law Stop,W ADDISON ST & N CENTRAL AVE,2013,550,41.945880672000044,-87.76675382999997,census
35,Traffic Equipment,W ADDISON ST & N CENTRAL PARK AVE,2015,2375,41.9465125,-87.71758,google
47,In-Road State Law Stop for Pedestrians S,W ADDISON ST & N HERMITAGE AVE,2011,800,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop,W ADDISON ST & N HERMITAGE AVE,2014,950,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HERMITAGE AVE,2016,350,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HERMITAGE AVE,2016,600,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HERMITAGE AVE,2017,600,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop For Pedestrians Sign Menu,W ADDISON ST & N HERMITAGE AVE,2022,600,41.946941922000065,-87.67247943199999,census
47,In-Road State Law Stop for Pedestrians S,W ADDISON ST & N HOYNE AVE,2011,800,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop,W ADDISON ST & N HOYNE AVE,2012,950,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop,W ADDISON ST & N HOYNE AVE,2014,1550,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop,W ADDISON ST & N HOYNE AVE,2015,600,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HOYNE AVE,2016,350,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HOYNE AVE,2016,350,41.94683338600004,-87.68097747399997,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W ADDISON ST & N HOYNE AVE,2016,350,41.94683338600004,-87.68097747399997,census
