ward,type,location,year,est_cost,id,lat,long,query
1,In-Road State Law Stop For Pedestrians Sign,s W DIV ISION ST & N PAULINA ST,2018,350,810,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,740,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N PAULINA ST,2017,350,745,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s W DIVISION ST & N WOLCOTT AVE,2017,600,746,41.9032337,-87.6748159,google
2,In-Road State Law Stop For Pedestrians Sign,s W FUL LERTON AVE & N LAKEWOOD AVE,2018,350,2328,41.9252481,-87.6608861,google
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N LAWNDALE AVE,2018,600,31073,41.9683312,-87.7206909,google
35,In-Road State Law Stop For Pedestrians Sign,s W LAW RENCE AVE & N SPRINGFIELD AVE,2018,600,31074,41.9682828,-87.7255836,google
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,734,41.923835610000026,-87.69886597299995,census
1,In-Road State Law Stop For Pedestrians Sign Menu,s W MEDILL AVE & N MILWAUKEE AVE,2017,350,747,41.923835610000026,-87.69886597299995,census
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2018,48000,2972,41.848172,-87.6253715,google
3,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,S WABASH AVE & E 24TH ST,2019,61746,3013,41.848172,-87.6253715,google
3,1 POD Camera NE Corner of Cermack and Wabash,S WABASH AVE & E CERMAK RD,2021,24776,3097,41.85277606100004,-87.62549498899995,census
2,Pavement Markings,S WABASH AVE & E ROOSEVELT RD,2013,3700,2046,41.867404,-87.6258145,google
11,Viaduct Improvement Menu,S WALLACE ST & W 40TH PL,2018,18000,9153,41.8207807,-87.6409649,google
11,High Definition Camera Menu,S WALLACE ST & W 43RD ST,2016,27011,9034,41.8162613,-87.6408578,google
12,1 POD Camera: 2326 S Washtenaw,S WASHTENAW AVE & W 23RD PL,2021,24776,10255,41.8492183,-87.6928803,google
12,Alley Apron Menu,S WASHTENAW AVE & W POPE JOHN PAUL II DR (4300 S),2011,25387,9740,41.8154285,-87.7042633,google
25,1 PTZ Camera - Wells and Tan Court,S WELLS ST & S TAN CT,2021,24776,22221,41.8557621,-87.6331396,google
11,High Definition Camera Menu,S WELLS ST & W 34TH ST,2016,27011,9033,41.83274094300003,-87.63275892499996,census
3,Alley Resurfacing Menu,S WELLS ST & W 57TH ST,2017,4381.27,2927,41.79088989600007,-87.63174189399996,census
42,Left-Turn Arrow Menu,S WELLS ST & W CHICAGO AVE,2012,20900,36656,41.89659685300006,-87.63420206499995,census
25,Pavement Markings Menu,S WELLS ST & W CONGRESS PKWY,2017,400,22076,41.8756691,-87.6336548,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WELLS ST & W,2021,19544.5555555556,3098,41.8290381,-87.6326705,google
20,Viaduct Improvement Menu,S WENTWORTH AVE & W 63RD ST,2017,41182,17413,41.7800167,-87.6301527,google
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WENTWORTH AVE & W GARFIELD BLVD,2021,19544.5555555556,3098,41.7945465,-87.6305132,google
19,Chicago Park District,S WESTERN AVE & W 115TH ST,2014,30380,16642,41.6845176,-87.6808654,google
15,Traffic Signal Modernization Design Menu,S WESTERN AVE & W 48TH PL,2017,25000,13625,41.8056707,-87.6843529,google
25,1 - LPR/Existing Camera - NE Western & Cermak,S WESTERN AVE & W CERMAK RD,2022,10971,22266,41.8520555,-87.6856182,google
16,Left-Turn Arrow Menu,S WESTERN AVE & W GARFIELD BLVD,2014,21650,14397,41.7938146,-87.6839746,google
15,Street Traffic Circle Menu,S WINCHESTER AVE & W 48TH ST,2018,12036.37,13667,41.806686,-87.6734295,google
18,Street Traffic Circles Menu,S WOLCOTT AV & W 84th ST,2008,15000,15628,41.7411535,-87.6704935,google
5,Sidewalk Menu,S WOODLAWN AVE & E 55TH ST,2017,5397.3,4355,41.7950601,-87.596557,google
20,Pedestrian Refuge Island Menu,S WOODLAWN AVE & S MINERVA AVE,2018,43221.87,17419,41.7787537,-87.5961654,google
21,Sidewalk Menu - Change Order,S. Laflin & W. 90 th St.,2009,2471,17778,41.7303614,-87.6604664,google
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,SE BROADWAY & W WILSON AVE,2022,30970,40266,NA,NA,google
48,POD Camera,SE corner of Lawrence & Sheridan,2008,24000,41585,41.9690866,-87.6548092,google
46,POD Camera,Sheridan & Sunnyside,2011,20000,39937,41.9636173,-87.6547747,google
2,Miscellaneous-CDOT,Southwest corner of DMLKD & 31 st S,2009,1800,1571,41.8394083,-87.6841242,google
23,Traffic Signals,SRRAGANSETT AV & W ARCHER AV,2009,12000,19554,41.7923069,-87.7818106,google
23,Street Traffic Circles Menu,SSHVILLE AV & W 52nd ST,2008,4751,19486,41.7977847,-87.7868393,google
23,Street Traffic Circles Menu,SSHVILLE AV & W 52nd ST,2009,7653,19552,41.7977847,-87.7868393,google
11,Viaduct Improvement Menu,ST & S PRINCETON AVE,2021,8364.395,9312,41.7585643,-87.6320642,google
11,Miscellaneous-CDOT,Stark St fencing material & installation,2007,15545,8630,41.8458693,-87.6542629,google
23,Chicago Park District,Stars & Stripes Playground,2013,154112,19861,NA,NA,google
28,POD Camera,Superior & Kilpatrick,2005,24000,24066,41.8940969,-87.7434732,google
48,Alley Apron Menu,THORNDALE AVE & N KENMORE AVE 6149 N GLENWOOD AVE,2021,6360.115,42159,41.9935915,-87.6565468,google
25,POD Camera,Throop & 18,2007,28000,21512,41.8519218,-87.6591109,google
20,Sidewalk Menu,TO & E 59th ST (5900 S),2013,30588,17247,41.7876857,-87.606086,google
3,Miscellaneous-Other,Trash container at 35 th & Michigan,2011,800,2751,41.8310445,-87.6232472,google
44,Miscellaneous-Other,Underpass at Belmont & Lake Shore Drive,2010,100000,38276,41.9401237,-87.6395418,google
42,Miscellaneous-CDOT,Upper Randolph & Field Blvd,2009,383500,36524,41.8845342,-87.6173955,google
28,High Definition Camera,Van Buren & Kostner,2012,1800,24365,41.8751357,-87.7352721,google
2,POD Camera,Van Buren & Washtenaw,2010,20000,1871,41.8759989,-87.6937187,google
4,Miscellaneous-Other,Viaduct art Panel at 53 rd & 55 th St,2009,10500,3351,NA,NA,google
34,Street Light Upgrade,W 101ST PL & S ELIZABETH ST,2015,5000,30140,41.7090312,-87.6537646,google
19,Pavement Markings Menu,W 101ST ST & S WESTERN AVE,2022,1500,16849,41.7100176,-87.6817197,google
19,Pavement Markings Menu,W 102ND PL & S PROSPECT AVE,2011,4044,16501,41.70725211900003,-87.66212420199997,census
34,Street Resurfacing Menu,W 103RD PL & S CHARLES ST,2020,21008.55,30335,41.7061744,-87.6583928,google
19,OEMC Camera Project Implementation,W 103RD ST & S WESTERN AVE,2021,160985.96,16818,41.7063262,-87.6816007,google
19,Street Resurfacing Menu,W 104TH PL & S MAPLEWOOD AVE,2017,20148.15,16728,41.70453467500005,-87.68527473399996,census
19,Guardrail Menu,W 105TH ST & S SPRINGFIELD AV (3900 W),2011,794,16500,41.702263,-87.7182993,google
34,Street Light Upgrade Menu,W 109TH PL & S VINCENNES AVE,2019,8000,30286,41.6948725,-87.6614148,google
34,Street Resurfacing Menu,W 109TH PL & S VINCENNES AVE,2019,29204.65,30295,41.6948725,-87.6614148,google
34,Traffic Signals,W 111th ST & S HALSTED ST,2008,11000,29717,41.69235843700005,-87.64237449599995,census
34,In-Road State Law Stop,W 111TH ST & S PERRY AVE,2014,550,30062,41.6925476,-87.6258361,google
34,Miscellaneous CDOT Projects,W 111TH ST & S THROOP ST,2021,660,30348,41.69221372100003,-87.65453867499997,census
34,Traffic Signals,W 111th ST & S VINCENNES AV,2008,11000,29719,41.69215744200005,-87.66331006899998,census
34,Street Traffic Circles Menu,W 112th ST & S RACINE AV,2009,6770,29800,41.690420851000056,-87.65205036499998,census
34,Cul-de-sac,W 114TH PL & S LOOMIS ST,2018,7013.54,30242,41.685797981000064,-87.65676971199997,census
34,In-Road State Law Stop for Pedestria,W 114th ST & S PERRY AV,2010,410,29808,41.6870996,-87.6256593,google
34,Traffic Signals,W 115th ST & S HALSTED ST,2008,11000,29718,41.6850809,-87.6422123,google
19,Chicago Park District,W 115TH ST & S WESTERN AVE,2013,123738,16597,41.6845176,-87.6808654,google
19,Curb & Gutter Menu,W 116TH ST & S ST LOUIS AVE,2017,10341.67,16705,41.68141228300004,-87.70774992399998,census
34,Sidewalk Menu,W 119TH ST & S ASHLAND AVE,2016,2560.015,30162,41.6774968,-87.6613498,google
9,Alley Speed Hump Menu,W 125TH PL & S STATE ST,2019,1400,7212,41.66634976600005,-87.62223083999999,census
9,Alley Speed Hump Menu,W 125TH ST & S STATE ST,2019,1400,7212,41.66634976600005,-87.62223083999999,census
2,Street Lighting,W 13th ST & S THROOP ST,2010,1000,1805,41.8651994,-87.6590859,google
24,1 POD Camera: 13th & Troy,W 13TH ST & S TROY ST,2020,24776,21204,41.8645953,-87.7043792,google
24,POD Camera - 3 locations,W 13TH ST & S TROY ST,2018,27011,21135,41.8645953,-87.7043792,google
11,2 POD CAMERAS,W 14TH PL & S MORGAN ST,2019,24776,9184,41.8622786,-87.650909,google
2,Street Lighting,W 14th PL & S THROOP ST,2010,1000,1806,41.8624772,-87.6589992,google
2,Pole Painting,W 14th ST & S ASHLAND AV,2009,2000,1580,41.8632603,-87.6662872,google
2,Street Lighting,W 14th ST & S THROOP ST,2010,1000,1807,41.863374,-87.6590203,google
11,Street Cul-de-Sac Menu,W 14TH ST & S UNION AVE,2021,31003.79,9286,41.863593,-87.6449994,google
11,Sidewalk Menu,W 15TH ST & S MORGAN ST,2018,35711.7,9131,41.861663,-87.6508861,google
24,Bollard Menu,W 15TH ST & S TRIPP AVE,2018,1701.08,21128,41.860611,-87.7311266,google
2,Street Lighting,W 16th ST & N MICHIGAN AV,2009,5000,1628,41.8900126,-87.6241983,google
11,Viaduct Improvement Menu,W 16TH ST & S HALSTED ST,2018,15069.6,9152,41.859911,-87.6467108,google
24,POD Camera - 3 locations,W 16TH ST & S HAMLIN AVE,2018,27011,21135,41.8589177,-87.7200618,google
25,Miscellaneous-CDOT,W 18 th ST & S WOLCOTT AVE,2010,400,21698,41.8577003,-87.6735468,google
25,1 - LPR/No Camera - SW 18th St & Ashland,W 18TH ST & S ASHLAND AVE,2022,27410,22269,41.8578077,-87.6661364,google
25,Traffic Signals,W 18th ST & S HALSTED ST,2006,134,21468,41.8580929,-87.6466375,google
25,Traffic Signals,W 18th ST & S HALSTED ST,2007,17375,21511,41.8580929,-87.6466375,google
25,Traffic Signals,W 18th ST & S HALSTED ST,2008,12991,21591,41.8580929,-87.6466375,google
25,Traffic Signals,W 18th ST & S HALSTED ST,2009,500,21671,41.8580929,-87.6466375,google
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,2576,21868,41.857864,-87.6613234,google
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,7030,21869,41.857864,-87.6613234,google
25,Arterial Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,53343.9,22274,41.85802,-87.6522035,google
25,Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,25284.52,22311,41.85802,-87.6522035,google
25,Miscellaneous Other,W 18TH ST & S PAULINA ST,2012,1500,21870,41.8577494,-87.6686552,google
25,Street Light Pole Painting Menu,W 18TH ST & S PAULINA ST,2017,1200,22081,41.8577494,-87.6686552,google
25,1 - LPR/Exiting Camera - Cermak & Ashland,W 19TH ST & S MORGAN ST,2022,24776,22267,41.8566645,-87.6515299,google
24,Viaduct Improvement Menu,W 19TH ST & S WASHTENAW AVE,2019,7490,21200,41.8556303,-87.6931202,google
25,Miscellaneous-CDOT,W 21st PL & S DAMEN AV,2010,700,21697,41.8540168,-87.6758731,google
25,1 - PTZ Camera - SE 21st St & Hoyne,W 21ST ST & S HOYNE AVE,2022,24776,22270,41.8539812,-87.6783292,google
12,Street Lighting,W 22ND PL & S CALIFORNIA AV (2800 W)Dead End (2866 W),2011,68250,9738,41.841857,-87.6958091,google
25,Sidewalk Menu - Change Order,W 22ND PL & S WOOD ST (1800 W)Dead End (850 W),2011,15427,21850,41.7213127,-87.6676439,google
25,Street Lighting,W 23rd PL & S LEAVITT ST,2009,4500,21623,41.849382,-87.6806577,google
25,Miscellaneous-CDOT,W 23rd ST & S DAMEN AV,2010,700,21699,41.8503737,-87.6757753,google
12,In-Road State Law Stop For Pedestrians Sign Menu,W 23RD ST & S MARSHALL BLVD,2021,600,10292,41.8500294,-87.6990236,google
25,Street Resurfacing Menu,W 23RD ST & S STEWART AVE,2015,15194,22012,41.8499976,-87.6366604,google
25,Miscellaneous-CDOT,W 23rd ST & S WESTERN AV,2010,500,21700,41.8493264,-87.6855346,google
12,Miscellaneous Other,W 23RD ST & S WHIPPLE ST,2014,34850,9914,41.8499864,-87.701512,google
2,Pole Painting,W 23rd ST & W MONROE ST,2008,300,1372,41.8801563,-87.6962583,google
11,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,8039.77,9210,41.8481568,-87.6383939,google
11,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,21000,9211,41.8481568,-87.6383939,google
25,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,21000,22175,41.8481568,-87.6383939,google
25,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,8039.78,22176,41.8481568,-87.6383939,google
11,Alley Resurfacing Menu,W 24TH PL & S STEWART AVE,2021,8599.44,9258,41.8481869,-87.6366117,google
11,Alley Resurfacing Menu,W 24TH PL & S WENTWORTH AVE,2021,8599.44,9258,41.8482337,-87.6319799,google
22,Street Lighting,W 24TH ST & S CENTRAL PARK AVE,2011,3500,18662,41.8480398,-87.7148767,google
25,1 PTZ Camera - 24th St and Princeton,W 24TH ST & S PRINCETON AVE,2021,24776,22218,41.848205,-87.6346886,google
22,Traffic New Signals,W 24TH ST & S PULASKI RD,2012,350000,18709,41.8469966,-87.7246434,google
22,Street Lighting,W 25th ST & S KEELER AV,2010,1000,18647,41.8460131,-87.7294711,google
11,Viaduct Improvement Menu,W 26TH ST & S CANAL ST,2018,120000,9146,41.8454406,-87.6383366,google
11,Viaduct Improvement Menu,W 26TH ST & S CANAL ST,2018,38451.4,9147,41.8454406,-87.6383366,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 26TH ST & S CANAL ST,2021,22015,9256,41.8454406,-87.6383366,google
11,5 LPR on Existing Cameras: Various Locations,W 26TH ST & S CANAL ST,2021,10971,9257,41.8454406,-87.6383366,google
22,Arterial Street Bump Outs Menu,W 26TH ST & S KOLIN AVE,2021,31861.26,19139,41.8441397,-87.7326475,google
22,Arterial Street Bump Outs Menu,W 26TH ST & S KOLIN AVE,2022,15779.715,19195,41.8441397,-87.7326475,google
22,Street Lighting,W 27TH ST & S CENTRAL PARK AVE,2011,3500,18665,41.8425478,-87.7147225,google
22,Street Lighting,W 27th ST & S KOLIN AV,2010,500,18649,41.8423035,-87.7330074,google
22,Street Lighting,W 27TH ST & S LAWNDALE AVE,2011,3500,18663,41.8425136,-87.7171819,google
22,Traffic Signals,W 27TH ST & S PULASKI RD,2011,350000,18668,41.8424088,-87.7245007,google
11,Street Traffic Circle Menu,W 28TH PL & S PRINCETON AVE,2021,15746.2857142857,9311,41.8425711,-87.6342151,google
11,Street Traffic Circle Menu,W 28TH PL & S WELLS ST,2021,15746.2857142857,9311,41.8425898,-87.6330024,google
22,Street Lighting,W 28th ST & S KOLIN AV,2010,1000,18648,41.8404672,-87.7329687,google
22,Street Traffic Circle Menu,W 28TH ST & S KOMENSKY AVE,2020,3448.725,19109,41.8405379,-87.7256552,google
22,Street Lighting,W 28TH ST & S LAWNDALE AVE,2011,3500,18667,41.8406823,-87.7171365,google
11,Viaduct Improvement Menu,W 29TH ST & S CANAL ST,2018,14045.59,9154,41.8417982,-87.6382291,google
11,High Definition Camera Menu,W 29TH ST & S POPLAR AVE,2016,27011,9033,41.8413428,-87.6497062,google
11,Street Traffic Circle Menu,W 29TH ST & S SHIELDS AVE,2021,15746.2857142857,9311,41.8411132,-87.6353849,google
11,Street Traffic Circle Menu,W 29TH ST & S WELLS ST,2021,15746.2857142857,9311,41.8411452,-87.6329593,google
22,Street Lighting,W 30TH ST & S LAWNDALE AVE,2011,3500,18664,41.8388502,-87.7170747,google
11,Street Traffic Circle Menu,W 30TH ST & S SHIELDS AVE,2021,15746.2857142857,9311,41.83966720900003,-87.63535175299995,census
11,Sidewalk Menu,W 31ST PL & S BENSON ST,2019,32208.24,9189,41.83694172500003,-87.66080165899996,census
11,Alley Apron Menu,W 31ST PL & S RACINE AV (1200 W),2011,11958,8759,41.73635,-87.653539,google
11,Design and installation of left turn arrows at S. Halsted St. & W. 31st St. (Ward 11),W 31ST ST & S HALSTED ST,2022,154406,9338,41.8380306,-87.6462631,google
22,Traffic Signal LED,W 31ST ST & S KEELER AVE,2012,20000,18710,41.8368227,-87.7292069,google
22,In-Road State Law Stop For Pedestrians Signs Menu,W 31ST ST & S KILDARE AVE,2020,300,19074,41.8367901,-87.7316513,google
22,In-Road State Law Stop For Pedestrians Signs Menu,W 31ST ST & S KILDARE AVE,2020,175,19075,41.8367901,-87.7316513,google
11,High Definition Camera Menu,W 31ST ST & S LITUANICA AVE,2016,27011,9033,41.83801503500007,-87.64870179799999,census
11,In-Road State Law Stop,W 31ST ST & S LOWE AVE,2014,600,8902,41.8380787,-87.6426246,google
11,Arterial Street Bump Outs Menu,W 31ST ST & S QUINN ST,2022,65898.58,9329,41.8380026,-87.64812,google
22,Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.,W 31ST ST & S RIDGEWAY AVE,2021,74542.56,19143,41.8369855,-87.7182279,google
22,Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.,W 31ST ST & S RIDGEWAY AVE,2022,18186.3,19199,41.8369855,-87.7182279,google
3,Left-Turn Arrow Menu,W 31ST ST & S STATE ST,2018,35000,2975,41.8382957,-87.6267733,google
11,Viaduct Improvement Menu,W 31ST ST & S STEWART AVE,2017,34500,9100,41.8381725,-87.6363734,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WALLACE ST,2021,22015,9256,41.838093,-87.6414034,google
11,5 LPR on Existing Cameras: Various Locations,W 31ST ST & S WALLACE ST,2021,10971,9257,41.838093,-87.6414034,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WENTWORTH AVE,2021,22015,9256,41.838284,-87.6316917,google
11,High Definition Camera Menu,W 32ND ST & S LITUANICA AVE,2016,27011,9033,41.836427179000054,-87.64866561899998,census
11,Street Bump Outs Menu,W 32ND ST & S PRINCETON AVE,2021,52500,9285,41.836349,-87.6340611,google
11,Street Traffic Circle Menu,W 32ND ST & S SHIELDS AVE,2021,15746.2857142857,9311,41.836370901000066,-87.63527135499999,census
12,2 LPR on Existing Cameras: 1586 W 33rd St; 3109 S Archer Ave,W 33RD ST & S ASHLAND AVE,2021,10971,10256,41.8332538,-87.6655566,google
22,Street Bump Outs Menu,W 33RD ST & S PULASKI RD,2022,8962.43,19223,41.8332817,-87.7242743,google
11,Viaduct Improvement Menu,W 33RD ST & S STEWART AVE,2017,43500,9101,41.83453783200008,-87.63588639799997,census
11,High Definition Camera Menu,W 35TH ST & S RACINE AVE,2016,27011,9033,41.8306182,-87.6557497,google
11,POD CAMERA,W 35TH ST & S SHIELDS AVE,2019,24776,9185,41.83089581400003,-87.63514271799994,census
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 35TH ST & S WALLACE ST,2021,22015,9256,41.8308152,-87.6412335,google
11,5 LPR on Existing Cameras: Various Locations,W 35TH ST & S WALLACE ST,2021,10971,9257,41.8308152,-87.6412335,google
11,High Definition Camera Menu,W 36TH ST & S LITUANICA AVE,2016,27011,9033,41.828656737000074,-87.64768074699998,census
12,Alley Resurface Menu,W 37TH PLDEAD ENDS ST LOUIS AVE & S HOMAN AVE,2011,12403,9746,41.758357,-87.7099848,google
11,Viaduct Improvement Menu,W 37TH ST & S CANAL ST,2018,9508,9149,41.82721359800007,-87.63776368499998,census
11,Street Resurface Menu,W 37TH ST & S MORGAN ST (1000 W)Dead End (1221 W),2011,9065,8796,41.8694491,-87.6511068,google
12,Alley Apron Menu,W 38TH PL & S ST LOUIS AV (3500 W),2011,7275,9739,41.7436735,-87.7097375,google
12,Alley Apron Menu,W 42ND ST & S FAIRFIELD AV (2732 W),2011,29534,9742,41.8177695,-87.6932641,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 43RD ST & S HALSTED ST,2021,22015,9256,41.814821,-87.6456907,google
11,5 LPR on Existing Cameras: Various Locations,W 43RD ST & S HALSTED ST,2021,10971,9257,41.814821,-87.6456907,google
11,Bollard Menu,W 43RD ST & S WALLACE ST,2021,1572.35,9264,41.8153293,-87.6412133,google
12,Alley Apron Menu,W 44TH ST & S ROCKWELL ST (2600 W),2011,9756,9743,41.7422319,-87.6878715,google
11,Pavement Markings Menu,W 44TH ST & S WALLACE ST,2021,22000,9275,41.8135129,-87.640792,google
11,Viaduct Improvement Menu,W 45TH ST & S STEWART AVE,2021,39784.82,9313,41.8126218,-87.6357405,google
3,Pavement Markings,W 46TH PL & S SHIELDS AVE,2012,300,2762,41.810225554000056,-87.63478896799995,census
15,Street Traffic Circle Menu,W 46TH ST & S WOOD ST,2016,14832.52,13587,41.8103729,-87.6698732,google
22,Pavement Markings Menu,W 47TH ST & S LA CROSSE AVE,2022,6300,19204,41.8076182,-87.7443813,google
3,Miscellaneous-CDOT,W 47th ST & S WENTWORTH AV,2010,286000,2704,41.8091411,-87.6308447,google
3,Street Traffic Circle Menu,W 47TH ST & S WENTWORTH AVE,2019,15700,3058,41.8091411,-87.6308447,google
16,Street Speed Hump Menu,W 50TH PL & S OAKLEY AV (2300 W)Dead End (3766 W),2011,3700,14222,41.8504917,-87.6833119,google
20,Street Lighting,W 50TH ST & S PEORIA ST,2011,3000,17127,41.803365,-87.6478188,google
